"","method","Output","nCell","Batch_ASW_batch.RNA","Batch_ASW_site.RNA","graph_connectivity_batch.RNA","graph_connectivity_label.RNA","graph_connectivity_label.l1.RNA","graph_connectivity_cluster.RNA","graph_iLISI.RNA","ARI.RNA","ARI.l1.RNA","AMI.RNA","AMI.l1.RNA","graph_cLISI.RNA","graph_cLISI.l1.RNA","isolated_labels_ASW.RNA","isolated_labels_ASW.l1.RNA","Batch_ASW_batch.ATAC","Batch_ASW_site.ATAC","graph_connectivity_batch.ATAC","graph_connectivity_label.ATAC","graph_connectivity_label.l1.ATAC","graph_connectivity_cluster.ATAC","graph_iLISI.ATAC","ARI.ATAC","ARI.l1.ATAC","AMI.ATAC","AMI.l1.ATAC","graph_cLISI.ATAC","graph_cLISI.l1.ATAC","isolated_labels_ASW.ATAC","isolated_labels_ASW.l1.ATAC","FOSCTTM","nearest_cell_barcode","nearest_cell_barcode.RNA","nearest_cell_barcode.ATAC","nearest_cell_celltype","nearest_cell_celltype.RNA","nearest_cell_celltype.ATAC","nearest_cell_celltype.l1","nearest_cell_celltype.l1.RNA","nearest_cell_celltype.l1.ATAC"
"31","pamona","Embedding",6781,NA,NA,1,0.509646967211364,0.698622821482409,1,NA,0.121017267750616,0.0969600227436348,0.33804626650825,0.296122389866628,0.888157963716006,0.820594183924955,0.42021606482262,0.453348089612497,NA,NA,1,0.112323219961133,0.189381479196379,1,NA,0.00885575837065953,0.0104822626968397,0.058817279279681,0.0513714242173675,0.696686356281258,0.538960278942497,0.421227007178387,0.446366643878808,0.511205361598215,0,0,0,0.097035835422504,0.102639728653591,0.0914319421914172,0.151821265300103,0.157498893968441,0.146143636631765
"32","SCALEX","Embedding",6781,NA,NA,1,0.98686296877301,0.991625086082172,1,NA,0.655906617084482,0.569023717480079,0.818343573107851,0.762812321478763,0.98835075617414,0.996195221693799,0.602280828815732,0.620898542185432,NA,NA,1,0.929815667868759,0.968461664116826,1,NA,0.494611120258645,0.580144488301903,0.605813746395987,0.639332128417235,0.94596980659734,0.939352284529609,0.510545087207868,0.552403728687511,0.123582082547545,0.003613036425306,0.003096888364548,0.004129184486064,0.606842648576906,0.69547264415278,0.518212653001032,0.768470727031411,0.829228727326353,0.70771272673647
"33","SeuratV3","Embedding",6781,NA,NA,1,0.996211864861282,0.995888394272075,1,NA,0.647918952812397,0.565869711663839,0.831029982759037,0.777236894942149,0.994025302953643,0.99920332671118,0.594076860490578,0.602653087292434,NA,NA,1,0.911618466495287,0.937775216192594,1,NA,0.468111010898875,0.353888938162542,0.742343614966524,0.659725359913641,0.987828020037606,0.995871476465351,0.614581127631581,0.646831723249851,0.0479940274839518,0.00479280342132429,0.006193776729096,0.00339183011355257,0.770461583837192,0.74900457159711,0.791918596077275,0.863589441085386,0.853856363368235,0.873322518802537
"34","SIMBA","Embedding",6781,NA,NA,1,0.990839790539061,0.98937719051833,1,NA,0.661275848857666,0.529820708437793,0.834718767014291,0.748541829957381,0.994584941043177,0.999588476188793,0.588093338577878,0.584030981922344,NA,NA,1,0.961155096911897,0.973173753935869,1,NA,0.597789403586566,0.563433045724714,0.709320781997885,0.687339802778693,0.967843067930167,0.977180568834924,0.529998579633257,0.562653929673481,0.0867040772793488,0.00272821117829229,0.00324435923905029,0.00221206311753429,0.652411148798112,0.693850464533255,0.61097183306297,0.795752838814334,0.834390207933933,0.757115469694735
"35","unionCom","Embedding",6781,NA,NA,1,0.970723533254721,0.965538188725135,1,NA,0.609640991366916,0.446080613882436,0.805753279871435,0.704589476582368,0.996548010212948,0.999445482355515,0.698666092620899,0.705181077587244,NA,NA,1,0.535200076834593,0.7799358462982,1,NA,0.111142034616903,0.103327436595289,0.228099929004399,0.20970261895451,0.829405412996053,0.739913495849893,0.359523309118262,0.412639532845265,0.492383437061329,0.000147470874502286,0,0.000294941749004572,0.0729243474413803,0.115764636484294,0.0300840583984663,0.125276507889692,0.181979059135821,0.0685739566435629
"36","uniPort","Embedding",6781,NA,NA,1,0.923070123712967,0.964238415948821,1,NA,0.62209082394583,0.553248940029301,0.683335727050621,0.656493031240927,0.967318801113046,0.977563968893686,0.536809479093268,0.561476920853846,NA,NA,1,0.986167501340772,0.984921290272421,1,NA,0.657965673021562,0.52739128339641,0.832407255029736,0.745984240440558,0.992815266300813,0.998273525161472,0.605404845694597,0.591773253412121,0.085599056986717,0.00494027429582657,0.00501400973307772,0.00486653885857543,0.745686476920808,0.716560979206607,0.77481197463501,0.859681462911075,0.841616280784545,0.877746645037605
"37","bindSC","Embedding",6781,NA,NA,1,0.892924877796175,0.939917697730142,1,NA,0.408752770908302,0.440757505752999,0.65134004374083,0.649741243470379,0.958034510853125,0.96388979556717,0.518890423918801,0.590925529573001,NA,NA,1,0.864775698639937,0.905135188242278,1,NA,0.367188219226711,0.349271228568828,0.647174056759954,0.630432282887483,0.969242753557447,0.987765225167842,0.516073579548871,0.598437126686911,0.120366104003263,0.00272821117829229,0.003096888364548,0.00235953399203657,0.535761687066804,0.52514378410264,0.546379590030969,0.732119156466598,0.71744580445362,0.746792508479575
"38","scglue","Embedding",6781,NA,NA,1,0.991776751867947,0.991456945308863,1,NA,0.675802973959994,0.533364923879092,0.843498369102515,0.753324500920423,0.995299988521042,0.999408640544249,0.630927016361816,0.602038648084821,NA,NA,1,0.979182320655682,0.97532315727079,1,NA,0.657090592342453,0.55011745433497,0.801871867286059,0.728207244705608,0.989731578809173,0.99643838798357,0.604453954701107,0.598897055148802,0.0337976233766977,0.0112077864621737,0.0112077864621737,0.0112077864621737,0.828786314702846,0.836307329302463,0.82126530010323,0.891240230054564,0.897507742220911,0.884972717888217
"39","LIGER_INMF","Embedding",6781,NA,NA,1,0.984796681415595,0.985041437921212,1,NA,0.589011099045324,0.483912848532872,0.813419771353641,0.73710374146208,0.994548959184904,0.999614827038242,0.619509277290658,0.615111935368358,NA,NA,1,0.939342596298165,0.967262778775336,1,NA,0.61499845507284,0.675641247501387,0.690742314989385,0.70317716189732,0.956743467558361,0.967815141446477,0.511325220860223,0.570738554050836,0.249800840377382,0.000884825247013715,0.000884825247013715,0.000884825247013715,0.283660227105147,0.459666715823625,0.107653738386669,0.529641645774959,0.754018581330187,0.305264710219732
"40","LIGER_OINMF","Embedding",6781,NA,NA,1,0.961927151861344,0.984409315321157,1,NA,0.549270487192415,0.495326228189045,0.779538081675378,0.732993469101302,0.989459438602372,0.997694034367584,0.585728556129445,0.546823204526327,NA,NA,1,0.890188591772108,0.954822286922709,1,NA,0.423994100734904,0.474311145799719,0.618815367732302,0.63629190195104,0.946523041072986,0.937943156026156,0.500270153232911,0.542370244858185,0.256310066897756,0.000589883498009143,0.000589883498009143,0.000589883498009143,0.377820380474856,0.355257336676007,0.400383424273706,0.563928624096741,0.552868308509069,0.574988939684412
"41","LIGER_UINMF","Embedding",6781,NA,NA,1,0.983239470052776,0.983483732225726,1,NA,0.625882993276144,0.470297466148101,0.830997905480229,0.728486088885401,0.995177791836312,0.999544273057801,0.615670289987951,0.58340647756471,NA,NA,1,0.933202452168529,0.969117184589316,1,NA,0.417607447288665,0.489154880284805,0.659686321952795,0.682755125016898,0.954681517898887,0.97234420911263,0.509153164237554,0.577981550349073,0.435603105313408,0.000589883498009143,0.000737354372511429,0.000442412623506857,0.177554932900752,0.306591948090252,0.048517917711252,0.336528535614216,0.447574104114437,0.225482967113995
