,method,Output,nCell,Batch_ASW_batch,Batch_ASW_site,graph_connectivity,graph_connectivity.l1,graph_iLISI,ARI,ARI.l1,AMI,AMI.l1,graph_cLISI,graph_cLISI.l1,isolated_labels_ASW,isolated_labels_ASW.l1,RNA,ATAC
10,scMVAE-louvain,Embedding,6924.0,0.8786331277326704,0.8643439014118979,0.9717394784665334,0.968324678733792,0.20597566490466,0.4455958713591673,0.5031946243795353,0.6537427705752008,0.6574352027832171,0.9568944505952248,0.9493895982586,0.684435561299324,0.6144327148795128,R100,A10
11,scMVP-louvain,Embedding,6924.0,0.8816460200391195,0.8679146461578531,0.9594678133110048,0.9627173474225482,0.2100924186329132,0.5207533927715039,0.5312901942832605,0.7159161121059714,0.6971404749387456,0.9791735173009366,0.9857436835459956,0.6153235584497452,0.5012185159139335,R100,A10
12,SeuratV4,Graph,6924.0,,,0.980042276785168,0.9736351637346216,0.2850263823062988,0.55367749761078,0.4675770117971499,0.7149974004685278,0.6631266589482027,0.984296244027497,0.985748305685924,,,R100,A10
13,uniPort-louvain,Embedding,6924.0,0.8365977521481669,0.8883878316622404,0.8262508290777298,0.8895604651382512,0.3704646172547772,0.3910482440977653,0.4287164157711084,0.5749778367207428,0.5863627751380559,0.9479329888332066,0.9346692389856672,0.4865843635052442,0.4839673489332199,R100,A10
14,cobolt-louvain,Embedding,6924.0,0.8122918441711612,0.8432069551607306,0.904795533185904,0.9490892480018036,0.2857249418732313,0.3182355613500494,0.3540890080078114,0.5745187149324548,0.5760357494865886,0.9518320168131004,0.9485540714468608,0.5146056832745671,0.6016576066613197,R100,A25
15,DCCA-louvain,Embedding,6924.0,0.8287755020649715,0.8374746404323307,0.9492472969227488,0.976907255572362,0.210674582070239,0.4997479592804323,0.487734554423076,0.6787981318555567,0.6552242100158053,0.97470559192782,0.9786822189655586,0.6281555145978928,0.5927999690175056,R100,A25
16,MOFA2-louvain,Embedding,6924.0,0.8468033842520338,0.8532609773555959,0.9472428764835344,0.9816034487573616,0.2659940854320781,0.3755251290349791,0.3494334146162215,0.6204473633411592,0.5953816363296648,0.9685075719621482,0.9724763937309988,0.576500691473484,0.6227532848715782,R100,A25
17,multigrate_batch-louvain,Embedding,6924.0,0.8321095705268733,0.9227195617831636,0.9206543745074566,0.9387263075070836,0.4258075048688992,0.6476966681863311,0.5785283198581866,0.7616862469758798,0.7199760310267515,0.98620704782208,0.9891407896803605,0.3988117575645447,0.4288059771060943,R100,A25
18,multigrate-louvain,Embedding,6924.0,0.8256188851968126,0.8965057109922139,0.9330461683908868,0.9492257639855832,0.3268848565366647,0.52254636213021,0.4878170932331763,0.7103943797462079,0.6810895851300175,0.9805943919424112,0.9871354109763604,0.5887428000569344,0.4945058776065707,R100,A25
19,multivi_batch-louvain,Embedding,6924.0,0.7896354739913669,0.8377009032948944,0.9002608407807874,0.928524408159456,0.2851689317165931,0.3033137922206706,0.3267106252614666,0.5704796793489624,0.5663799550244053,0.9575798998235115,0.9522825070043264,0.5803719758987427,0.5464156307280064,R100,A25
20,multivi-louvain,Embedding,6924.0,0.8074000490314267,0.8444003751018867,0.8859379491413942,0.9489223684565868,0.2705986291590406,0.3362988611592994,0.364804911024158,0.5637925107764278,0.5700627087108489,0.953915890030098,0.9498766485328032,0.5808677449822426,0.5711202099919319,R100,A25
21,scAI-louvain,Embedding,6924.0,0.8825697899759939,0.8524361004767027,0.9570009742263336,0.9752659985966596,0.1858678867022182,0.4525419977531766,0.3889573205216711,0.6909697864994274,0.643824655654403,0.9785736956731836,0.98186487706734,0.6688822209835052,0.5539676435291767,R100,A25
22,scDEC-louvain,Embedding,6924.0,0.8636458686300414,0.8651927052860895,0.8790286274725851,0.896457314944164,0.2012416418466943,0.3240517002866886,0.3914873788822012,0.5755237259419915,0.5880398046557731,0.9490485104780064,0.9381179050869672,0.6365259289741516,0.6232911571860313,R100,A25
23,scMDC-louvain,Embedding,6924.0,0.8813384203504069,0.9044915710152526,0.8492164102890367,0.8024188812043724,0.2816609276676531,0.5844397237943628,0.553082655323,0.7322700565936772,0.6956839305785687,0.98599249024534,0.9887767996340466,0.2632908374071121,0.2389155328273773,R100,A25
24,scMVAE-louvain,Embedding,6924.0,0.8867449263294874,0.885065336516348,0.9812599057203047,0.9905763663205908,0.2199007325994277,0.5042353823805374,0.5636411291643986,0.6646479367281679,0.6794393739390195,0.9537471662648191,0.9451377226959672,0.7008461505174637,0.6182582154870033,R100,A25
25,scMVP-louvain,Embedding,6924.0,0.8828675711595964,0.8776754962749909,0.9542054897511948,0.9650095901512256,0.211347587275789,0.6075105653011298,0.5929144860664577,0.728945462429559,0.7077762223201285,0.9773434802709954,0.9819608187611082,0.589790865778923,0.5064918384887278,R100,A25
26,SeuratV4,Graph,6924.0,,,0.9812839485542394,0.9731536119935016,0.2672865930553827,0.5457243241526774,0.495001605366768,0.7206705936123731,0.677233558179192,0.984813189242238,0.9867475910571856,,,R100,A25
27,uniPort-louvain,Embedding,6924.0,0.8284489091457022,0.9039655031491256,0.7434196216015238,0.8646767035003925,0.3640606981900691,0.320415103198228,0.4042242686589678,0.511646897218087,0.5529041210692052,0.9411568256160228,0.9190474680575488,0.4813066441565752,0.4627580270171165,R100,A25
28,cobolt-louvain,Embedding,6924.0,0.8182968540645029,0.8564079079103178,0.8914995161792653,0.951297640765146,0.2798902705822241,0.3725980616094119,0.4047363709096367,0.5789085074066223,0.581378801673124,0.9514338990255492,0.944356218918426,0.4602131471037864,0.589185930788517,R100,A50
29,DCCA-louvain,Embedding,6924.0,0.8329481224758936,0.8714481672560992,0.9526970280617444,0.9718202831602548,0.2463502438774095,0.4158335047700642,0.4218448518305193,0.6436182707658306,0.6353121402188069,0.9694102660297332,0.9781946339283212,0.6364495307207108,0.5912783443927765,R100,A50
30,MOFA2-louvain,Embedding,6924.0,0.8504043329998717,0.8487538539912001,0.9446708740828478,0.9762982387614872,0.2406124794749442,0.429129313877523,0.3791957891957445,0.6396806082952302,0.605140737546485,0.971479750241862,0.9766368097843238,0.566704124212265,0.6160519123077393,R100,A50
31,multigrate_batch-louvain,Embedding,6924.0,0.838029270426361,0.9295339791855723,0.9277556480759857,0.934857565671124,0.4378705395356945,0.6319923649717882,0.6003699210624729,0.7540281202652753,0.7192432260487548,0.9796789990069414,0.9872520444384824,0.4516763798892498,0.4351535588502884,R100,A50
32,multigrate-louvain,Embedding,6924.0,0.8193523262709786,0.891117824150229,0.9322630519986904,0.944848611163776,0.3445131793721974,0.5564451360671435,0.5024767617558089,0.7116154020387834,0.6728676612057114,0.9783558599050012,0.982197576371092,0.4731693174690008,0.4896262437105179,R100,A50
33,multivi_batch-louvain,Embedding,6924.0,0.7993116410681266,0.8692726356663543,0.9006835784684305,0.9463930485780236,0.2992214073810736,0.3399617878073822,0.3572969278697406,0.6045315371786244,0.5950016960028781,0.960750360230176,0.9589122019224492,0.528791157528758,0.5823587104678154,R100,A50
34,multivi-louvain,Embedding,6924.0,0.7946499884595726,0.8235125055071993,0.8924399174908747,0.9360508939302546,0.2647676759304719,0.3557381734793549,0.3769465116950401,0.5967078441788323,0.5944291077749534,0.9592997537500274,0.958207554662953,0.535287968814373,0.5880942344665527,R100,A50
35,scAI-louvain,Embedding,6924.0,0.8720192482114186,0.8640735651706604,0.9532339270411666,0.9688320212109294,0.1942731222818628,0.4589626268631056,0.4094369630987189,0.6775912349926616,0.6371216264869671,0.9781614403712326,0.9811607058689176,0.6631298959255219,0.5541832186281681,R100,A50
36,scDEC-louvain,Embedding,6924.0,0.85736987064348,0.8817128594181566,0.9067297628757236,0.951684317783481,0.1803359048848852,0.3620905149184298,0.4024414158148217,0.5675235755161867,0.5780325581020603,0.951550367237116,0.9435600972530878,0.6179858893156052,0.5539253130555153,R100,A50
37,scMDC-louvain,Embedding,6924.0,0.8799686240074165,0.9027106544102552,0.861065077048163,0.8443341349280102,0.2657138867542046,0.6221717006608923,0.5922347556174998,0.7344018928191439,0.7021095185618681,0.9842007829054664,0.987678794312818,0.256691962480545,0.2200440466403961,R100,A50
