,method,Output,nCell,Batch_ASW_batch,Batch_ASW_site,graph_connectivity,graph_connectivity.l1,graph_iLISI,ARI,ARI.l1,AMI,AMI.l1,graph_cLISI,graph_cLISI.l1,isolated_labels_ASW,isolated_labels_ASW.l1,RNA,ADT
0,bindSC-louvain,Embedding,9026.0,0.904890421759122,0.8681516998284063,0.91179588613454,0.9535919502759412,0.1895885304943763,0.5579228725201157,0.5030685353734485,0.7420671599894423,0.7136028809273491,0.9884747820252624,0.9967870407742244,0.585312028725942,0.5761032927781343,R100,A100
1,CiteFuse,Graph,9026.0,,,1.0,1.0,0.1151843738661829,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12,0.9468979065491638,0.776944466694517,,,R100,A100
2,MaxFuse-louvain,Embedding,9026.0,0.9002226762612637,0.8978262286138468,0.941039296128562,0.9310462461514882,0.2591286907610666,0.468095796838659,0.4602997866949494,0.7338836936547855,0.7059969601795836,0.9883879505624612,0.9941926007215768,0.5629799092809359,0.5466476682107896,R100,A100
3,MOFA2-louvain,Embedding,9026.0,0.8439244694525199,0.8395773321520797,0.814652491577573,0.8865901823968827,0.1774295396036516,0.3597786394926099,0.3312923277501067,0.6647742588003892,0.6357901393122998,0.9856445682276072,0.996131982334851,0.6084775726000468,0.5477508861571551,R100,A100
4,multigrate_batch-louvain,Embedding,9026.0,0.8293475123518206,0.9077418883624911,0.854519560720303,0.8954617234103525,0.430067789523871,0.4951119343526531,0.4684574157570371,0.7447198163352268,0.696976269187548,0.9893439601662244,0.9962710064442184,0.6205383688211441,0.5991512261331081,R100,A100
5,multigrate-louvain,Embedding,9026.0,0.8465469314332015,0.8654011538095111,0.7545501734680463,0.8811620732151336,0.2241968103441277,0.3213863608255105,0.2967635745947414,0.6560544717813995,0.6230557178313483,0.9858744844274392,0.994862187196456,0.6173520758748055,0.5939002587459982,R100,A100
6,SCALEX-louvain,Embedding,9026.0,0.872642774513055,0.8820990099829309,0.8769994651436049,0.9213132437256232,0.3010627378141999,0.4361857533592316,0.4677227475451552,0.7092579832564003,0.6972209045816784,0.9859104043447277,0.9935786740629804,0.5939684137701988,0.5793966454453766,R100,A100
7,sciPENN_batch,Embedding,9026.0,0.910065654425821,0.9488811488985788,0.455507247975326,0.7024887395666415,0.416135314681963,0.2497084285193011,0.2709016117129603,0.352665022098106,0.3400402629067139,0.9689061481992304,0.8964701769371312,0.4604841967423757,0.4552520198747515,R100,A100
8,sciPENN-louvain,Embedding,9026.0,0.9463181948371296,0.9572566835192582,0.7415707812288546,0.8696690265176488,0.4939964223966612,0.5778540781944247,0.6367950210451755,0.6436329384685696,0.6771897110687165,0.952690379052638,0.9040446415028892,0.4910097162549694,0.4951499451184645,R100,A100
9,scMDC-louvain,Embedding,9026.0,0.8692550342404509,0.8440769391901423,0.8855746121182738,0.8379168347291408,0.1815147495100212,0.4040626904416756,0.3943125350997142,0.7266560211829779,0.6845846867898129,0.992864518528521,0.9991940437614736,0.5108613868554434,0.6324251528829337,R100,A100
10,SeuratV4,Graph,9026.0,,,0.9126293477213828,0.9596330451138811,0.1455440368974063,0.4064528019937985,0.3795469865678652,0.6801736731072154,0.649600361707466,0.9871166523004514,0.99599972222116,,,R100,A100
11,totalVI_batch,Embedding,9026.0,0.8930629018056608,0.9247381658354064,0.9105755564067468,0.8985594570144946,0.3990120903435571,0.628488451645247,0.5476417474766734,0.7785519421228186,0.731915304204551,0.9905320482285772,0.9964822107090612,0.510422500471274,0.5497455014963635,R100,A100
12,totalVI-louvain,Embedding,9026.0,0.8575925750477811,0.8220772248204252,0.8934080065680678,0.956488513703686,0.0986022819273271,0.3537581663482075,0.33707815208559,0.630425779434858,0.6242169729042358,0.987166457036908,0.9938772425135955,0.5909833610057831,0.5454185971058905,R100,A100
13,bindSC-louvain,Embedding,9026.0,0.9070160229779568,0.8867313579172262,0.8569134947896005,0.9464648793982924,0.2851654316996783,0.5124059881000612,0.5314188647505199,0.7275052932916537,0.7231079911830351,0.9841523764057328,0.9924502331297008,0.5543573349714279,0.5608733044937253,R100,A10
14,CiteFuse,Graph,9026.0,,,1.0,1.0,0.1149752997646171,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12,0.955572818778743,0.8146650206442221,,,R100,A10
15,MaxFuse-louvain,Embedding,9026.0,0.8983296673623742,0.9075300636347816,0.912785915141713,0.9217182044437294,0.3310239863531295,0.476487112414914,0.4863760886406996,0.7303564763995949,0.7115553163307647,0.9843510190784496,0.9918816939452234,0.5611693989485502,0.5389944447204471,R100,A10
16,MOFA2-louvain,Embedding,9026.0,0.83782056395922,0.8534798505455595,0.8306362919286837,0.8812360077893621,0.198967319376059,0.3628732396364064,0.3507590719935521,0.6758718954618729,0.6478769209045807,0.9834467245436456,0.9929164371535812,0.5964090203245481,0.5416562325321138,R100,A10
17,multigrate_batch-louvain,Embedding,9026.0,0.8320114347363065,0.917464171978292,0.8065644265006415,0.8530398387442913,0.4408820924639578,0.4501057699939959,0.424583944325939,0.7128831850802272,0.6730354204262393,0.9855909569132858,0.9933948432715208,0.6887906789779663,0.5875252284109592,R100,A10
18,multigrate-louvain,Embedding,9026.0,0.8463046014604362,0.8826768310268203,0.7673868643915731,0.8703837275259078,0.2485588275443699,0.3998587848790336,0.3535428149999218,0.672279628577516,0.6351864867692658,0.983295958386174,0.9950706294935228,0.5864254646003246,0.5839168190723285,R100,A10
19,SCALEX-louvain,Embedding,9026.0,0.8773020707720394,0.87530480906826,0.864589212175627,0.9389920338838929,0.2395550183491724,0.3911739214607166,0.4386136056658528,0.694709147173505,0.6893302572161301,0.9855008440771852,0.9938367888617294,0.5925638104478518,0.5778538984246552,R100,A10
20,sciPENN_batch-louvain,Embedding,9026.0,0.9472644831767184,0.9583793955950756,0.7432307671334982,0.8665229701363766,0.4810568864258104,0.5689678202919372,0.6970885742392675,0.6587846582827707,0.71487942240633,0.9626666002350311,0.924153151174472,0.5074848565272987,0.4955241809599101,R100,A10
21,sciPENN-louvain,Embedding,9026.0,0.9487465854158283,0.9604301872557318,0.7153888335283488,0.862636974907125,0.4807834363285931,0.5831606495575586,0.6288331193859612,0.6602676920456045,0.6823071043067536,0.9538314032382368,0.913790249816936,0.505892209863911,0.4946892224252224,R100,A10
22,scMDC-louvain,Embedding,9026.0,0.875091053998244,0.8843088247294556,0.9203442647152694,0.8700478639779444,0.2261620157191492,0.4553477926647189,0.4401375154463546,0.7313530793159956,0.6919770072144921,0.9921687474575986,0.9987032396967648,0.6186085244019827,0.6110278971493244,R100,A10
23,SeuratV4,Graph,9026.0,,,0.881605113970273,0.9266151544334088,0.2049807658793905,0.4108757528794268,0.3803685971211777,0.6954935755704506,0.6700343392024188,0.9869514669525096,0.9944479144978832,,,R100,A10
24,totalVI_batch-louvain,Embedding,9026.0,0.8072833064223177,0.8255965583868087,0.5798059277025361,0.8168750336413207,0.1927019387783884,0.3039389677282627,0.3095800276936546,0.5316005396072003,0.5621932687283111,0.966818464675204,0.9771431389320268,0.6791025300820669,0.4793794995872303,R100,A10
25,totalVI-louvain,Embedding,9026.0,0.8833885954035273,0.871704802340983,0.8907597048969966,0.932624079462762,0.1535966344471535,0.4227358108375463,0.3876644480413245,0.6845257489977208,0.6617812948862652,0.98585834448441,0.9933838214263386,0.5709572459260622,0.5385474271140993,R100,A10
26,bindSC-louvain,Embedding,9026.0,0.8984853767045596,0.8843153331778847,0.8803239090654413,0.9501033339225908,0.235383225217782,0.5520380133340361,0.537573991988742,0.7418498053775104,0.732473649036729,0.98703810484123,0.9957042397388072,0.5692655816674232,0.5681069100275635,R100,A25
27,CiteFuse,Graph,9026.0,,,1.0,1.0,0.0950083899125285,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12,0.957562870048864,0.8112572717930262,,,R100,A25
28,MaxFuse-louvain,Embedding,9026.0,0.8946650071093446,0.9058886558517876,0.9299829613577552,0.9108586165129856,0.2959748291955104,0.5157703047618587,0.4955522587774054,0.7445046152124022,0.713150675728585,0.985569399462975,0.9909522581761904,0.5721168542901675,0.5439453597180546,R100,A25
29,MOFA2-louvain,Embedding,9026.0,0.8370339622872768,0.8402169924193924,0.8069227790128987,0.886269777730394,0.1956957984301586,0.3989219198166164,0.3649891810819194,0.6719197481228449,0.6461346022624853,0.9849913671261116,0.99334221378956,0.5747807671626409,0.5421945914626122,R100,A25
30,multigrate_batch-louvain,Embedding,9026.0,0.8362626297106843,0.9095892067598904,0.827664065917003,0.9072403055738294,0.4372911997854081,0.4189729225675657,0.4046279736027051,0.7187478436145762,0.6711270327269135,0.9845112307878736,0.99309527571779,0.6567798554897308,0.5914642823860049,R100,A25
31,multigrate-louvain,Embedding,9026.0,0.8519687471951216,0.8722385562746722,0.7577799189369988,0.8747121677622088,0.2442501776669072,0.346314573401236,0.3302096666470256,0.6742402110303168,0.6453010457217734,0.9847457780241062,0.9938957690356351,0.6658051113287607,0.5842488266527652,R100,A25
32,SCALEX-louvain,Embedding,9026.0,0.8778156300236639,0.8738981112359145,0.8637678904495867,0.9147145607313704,0.2692583908587244,0.3883816070307851,0.4541499255832222,0.6964346309680234,0.6934703672462015,0.9834798112855228,0.9929753628865484,0.626704807082812,0.5771568484604359,R100,A25
33,sciPENN_batch-louvain,Embedding,9026.0,0.9429519503943674,0.9502443050301672,0.7241097410343358,0.888820349605337,0.4923673507434864,0.5645269366944693,0.6356478549184599,0.6382069961113525,0.677412754438139,0.9567420764803224,0.9236613692452011,0.4752086798350016,0.4975088272010907,R100,A25
34,sciPENN-louvain,Embedding,9026.0,0.9430858214187322,0.9566029691577956,0.7212200913427721,0.8649126553488735,0.4842670938001305,0.5538339830799988,0.6720068663651547,0.6513309346975619,0.6987576567128817,0.9595233867918376,0.9284614764590002,0.4905491805014511,0.4972307152114809,R100,A25
35,scMDC-louvain,Embedding,9026.0,0.8594268735040711,0.8608138777268967,0.9119771536800126,0.9220237933417852,0.2032975625100057,0.4785043084659489,0.4297926246290161,0.7422250167224573,0.6960217267086567,0.992842280553625,0.9985078862672582,0.6131931692361832,0.621708919480443,R100,A25
36,SeuratV4,Graph,9026.0,,,0.8991960898801562,0.9450459230738864,0.1765164460710286,0.4197050349122307,0.3797921192953027,0.6969983712512435,0.662466879176432,0.9872272774952416,0.9947179840798106,,,R100,A25
37,totalVI_batch-louvain,Embedding,9026.0,0.8932046816690511,0.932193451991288,0.9156162845867354,0.9233877920504644,0.4096106583461243,0.5980689328860581,0.5256691097534479,0.7681949875008135,0.7208074056385133,0.9880604912591426,0.9950201524556582,0.5345264549056689,0.5431795591022819,R100,A25
38,totalVI-louvain,Embedding,9026.0,0.8746702885095301,0.8551416786651379,0.8897111763994183,0.9401610433805764,0.1134935375535958,0.3971761265962268,0.3730392967945487,0.6706475649259594,0.6502218315464994,0.9868192959739044,0.9937073112612238,0.5990961690743765,0.5398070281138644,R100,A25
39,bindSC-louvain,Embedding,9026.0,0.8975112099391971,0.8786042833206567,0.905386165382226,0.9520175751202158,0.2033939012193903,0.5420241314502879,0.4995607629107758,0.7306796723077711,0.71412794212334,0.9870872438189332,0.9967723984261552,0.5827063197890917,0.5726706393063068,R100,A50
40,CiteFuse,Graph,9026.0,,,1.0,1.0,0.13585590018425,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12,0.9528470363379696,0.8018810777592699,,,R100,A50
41,MaxFuse-louvain,Embedding,9026.0,0.901193546390316,0.8979881356434266,0.9256255633395756,0.9543108558668514,0.3011657785144471,0.4848378307693986,0.4553247388690842,0.7388017840914224,0.7054114553795688,0.9873118336507404,0.993878281547687,0.5696271707614263,0.5443962209858,R100,A50
42,MOFA2-louvain,Embedding,9026.0,0.8274330442851303,0.8314177840313048,0.8066243933676123,0.8882667793310489,0.1898870030371541,0.3821461995259998,0.3409353051675775,0.6789102553979697,0.6412780474581881,0.9856817750381434,0.9938831219897528,0.5737297857801119,0.5503134816681268,R100,A50
43,multigrate_batch-louvain,Embedding,9026.0,0.8350382477838488,0.9048074545818584,0.7970296025707986,0.8729994758477149,0.4476440935350768,0.4441542367037535,0.4400481886575027,0.7290244147805427,0.688396963337799,0.9872874312208728,0.99602921621685,0.5881723910570145,0.5915486138314009,R100,A50
44,multigrate-louvain,Embedding,9026.0,0.8718155050710379,0.8954811065695314,0.7893035347081526,0.8877489731298859,0.2365228233447304,0.387942255726618,0.3662121691925264,0.6806205264420596,0.6539268339811831,0.9865555481967996,0.9930535678808976,0.6716851393381754,0.590734010282904,R100,A50
45,SCALEX-louvain,Embedding,9026.0,0.876093285531208,0.892545438506279,0.8827010142223728,0.9371543227418908,0.2812629897890817,0.3973012360474182,0.4755829519137619,0.7076053053078021,0.7016238493651112,0.9852565252140356,0.993573397525283,0.6175131797790527,0.5840010719373823,R100,A50
46,sciPENN_batch-louvain,Embedding,9026.0,0.9460090133861636,0.9549632242700716,0.7386120560353606,0.8948829872239964,0.5010150222205763,0.5671633738280666,0.6403184136811813,0.6448235758470062,0.6911820825937156,0.9526284875999376,0.9118266487009972,0.4823829069112738,0.499464326351881,R100,A50
47,sciPENN-louvain,Embedding,9026.0,0.9467813296383536,0.9567725335985674,0.7645494751609266,0.8817562404852133,0.4847584216396317,0.5828877647730649,0.6409938642270936,0.6674156247990574,0.697213556476931,0.958823613398586,0.9213980073686284,0.510778995230794,0.5001617395086214,R100,A50
48,scMDC-louvain,Embedding,9026.0,0.8587120514077796,0.8208322398594258,0.9213081247248068,0.8557411597012189,0.1813372077247354,0.445932183289131,0.4177773008885763,0.7373548293171398,0.6917830993810955,0.992677977391385,0.9986841126887568,0.5453121525545915,0.6304037927649915,R100,A50
49,SeuratV4,Graph,9026.0,,,0.9329934193759476,0.960060130589354,0.1528479367350056,0.4054998649203116,0.3661280112936396,0.6851761776497879,0.653840188169412,0.986869489804448,0.9932721712538226,,,R100,A50
50,totalVI_batch-louvain,Embedding,9026.0,0.8908770873572023,0.92733380571032,0.8947780390942001,0.9274522467837214,0.4077267441147745,0.669701291073937,0.5766000363920307,0.7709234657107173,0.7206607656878198,0.9907613394775946,0.9965152817631354,0.5356746794035038,0.5452102145005483,R100,A50
51,totalVI-louvain,Embedding,9026.0,0.861119082149797,0.8297312889477947,0.9033457815889196,0.9193451044589006,0.1092669333011583,0.3621887530824746,0.3351046769949778,0.6397988079724845,0.6260289162226561,0.9867022183050372,0.9942335734161464,0.5893070995807648,0.5407969567808323,R100,A50
52,bindSC-louvain,Embedding,9026.0,0.8959702282359249,0.8737596351631902,0.901467033262274,0.9480600708197848,0.1909968536270392,0.4795929348073939,0.4858487769371908,0.7135653860887674,0.7074809361566362,0.9886796209474352,0.9966988334273162,0.5850484694043795,0.5750292561948299,R100,A75
53,CiteFuse,Graph,9026.0,,,1.0,1.0,0.1092602852899984,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12,0.9553704715677128,0.8131360832049509,,,R100,A75
54,MaxFuse-louvain,Embedding,9026.0,0.9013790641215068,0.8881092517805357,0.9282442100307742,0.9302308770950116,0.2737114771917476,0.4956355344056319,0.4920244998512231,0.7489240815304123,0.7233535653987736,0.9870669929446751,0.9933122931808592,0.5706292440493902,0.5475194596685469,R100,A75
55,MOFA2-louvain,Embedding,9026.0,0.8518899333230364,0.8476033862696724,0.821006996904266,0.8788456170219986,0.1966376700192584,0.3924576916361268,0.3588948017546248,0.6852617961391971,0.653981182789369,0.984786432060793,0.9953216532210694,0.5800940126258259,0.552576117150602,R100,A75
56,multigrate_batch-louvain,Embedding,9026.0,0.8292379198454811,0.907692458422322,0.8144039782173547,0.8947006759591691,0.4297152974322304,0.4721372422355041,0.4502296793496147,0.7449758591289515,0.6947850824073118,0.9863995539584316,0.9936071439068144,0.5254479249318441,0.5965587373822927,R100,A75
57,multigrate-louvain,Embedding,9026.0,0.8583107691535511,0.8734782103636769,0.7858116276985068,0.897478229270722,0.2241929339838616,0.3742038350605126,0.3272986198382773,0.6785969778476432,0.6368517509786558,0.9849913121381,0.994809112235092,0.6961365739504496,0.5834603740833699,R100,A75
58,SCALEX-louvain,Embedding,9026.0,0.8782579303983031,0.8848197907057813,0.8636060250439601,0.9231179832803356,0.2843325070075839,0.4287590290834425,0.443411075365695,0.714107671551742,0.6877066715131522,0.9845516269516636,0.9935900945034124,0.6063832441965739,0.581338120624423,R100,A75
59,sciPENN_batch-louvain,Embedding,9026.0,0.9430397390498144,0.9539597017211752,0.708809292055532,0.8622086113439924,0.5002631510139985,0.5923912873833325,0.6470968061847859,0.6623034853141114,0.6920283170063047,0.9584768845476028,0.9266998839611,0.4938120904068152,0.496194253466092,R100,A75
60,sciPENN-louvain,Embedding,9026.0,0.9481995236816564,0.9573881642274824,0.7653353769215714,0.8836959351898912,0.494684743913625,0.5798329320934443,0.6455531686345477,0.6518154348869533,0.6851039992350618,0.9545696327669202,0.922067356689637,0.4963450270394484,0.4952410491532646,R100,A75
