,method,Output,nCell,Batch_ASW_batch-RNA,Batch_ASW_site-RNA,graph_connectivity_label-RNA,graph_connectivity_label.l1-RNA,graph_connectivity_cluster-RNA,graph_iLISI-RNA,ARI-RNA,ARI.l1-RNA,AMI-RNA,AMI.l1-RNA,graph_cLISI-RNA,graph_cLISI.l1-RNA,isolated_labels_ASW-RNA,isolated_labels_ASW.l1-RNA,Batch_ASW_batch-ATAC,Batch_ASW_site-ATAC,graph_connectivity_label-ATAC,graph_connectivity_label.l1-ATAC,graph_connectivity_cluster-ATAC,graph_iLISI-ATAC,ARI-ATAC,ARI.l1-ATAC,AMI-ATAC,AMI.l1-ATAC,graph_cLISI-ATAC,graph_cLISI.l1-ATAC,isolated_labels_ASW-ATAC,isolated_labels_ASW.l1-ATAC,FOSCTTM,nearest_cell_barcode,nearest_cell_barcode-RNA,nearest_cell_barcode-ATAC,nearest_cell_celltype,nearest_cell_celltype-RNA,nearest_cell_celltype-ATAC,nearest_cell_celltype.l1,nearest_cell_celltype.l1-RNA,nearest_cell_celltype.l1-ATAC,s1d1,s3d10
38,scmomat-louvain,Embedding,6781.0,,,0.9339088723456213,0.9894265351437592,1.0,,0.5639294556138597,0.5147001208358967,0.7580909970413259,0.7196584891106165,0.9835480563166076,0.996450913805216,0.5628343552316752,0.5684332230043021,,,0.9101809469955516,0.9358831111193654,1.0,,0.3435847001381357,0.3398308873083653,0.5923892022301934,0.5789485841871158,0.9604036420683574,0.9688291803449408,0.5064687379412735,0.5618845538062823,0.1931980673899488,0.0042029199233151,0.0047190679840731,0.0036867718625571,0.5445362040996904,0.6120041291844861,0.4770682790148945,0.774000884825247,0.7846925232266627,0.7633092464238312,R100_A100,R50_A50
39,cobolt-louvain,Embedding,6781.0,,,0.98504791974515,0.9905450549063894,1.0,,0.6401008381180042,0.5412977272551919,0.8201333214801895,0.7577922025090367,0.9921320596071906,0.9988934377786126,0.619875259886268,0.6392714543375003,,,0.9755685610299794,0.9784325076830902,1.0,,0.5810243300110232,0.5093304768019385,0.7465975537028141,0.7042115868561557,0.9784215220673236,0.9896313828655438,0.5767873735591506,0.613890542412744,0.0480657621365909,0.0091431942191417,0.0075210145996165,0.0107653738386668,0.7608022415572924,0.7917711252027725,0.7298333579118124,0.8595339920365728,0.8659489750774222,0.8531190089957233,R100_A100,R75_A75
40,MIDAS-louvain,Embedding,6781.0,,,0.9929549672555364,0.9953661870645416,1.0,,0.6278249669861566,0.5251459532247544,0.792867797146507,0.732907413475348,0.9883590591740068,0.9954613026773488,0.5743202832674091,0.5704650453606529,,,0.9643372102454502,0.9795237609018492,1.0,,0.4230746354333414,0.3864230234688318,0.668948165920298,0.6367238066480115,0.9740470419198548,0.9838452932473108,0.549699305197273,0.5512221302951187,0.0919093141764876,0.0125350243326942,0.0135673204542102,0.0115027282111782,0.7939831883203068,0.8169886447426633,0.7709777318979502,0.8725851644300251,0.8857100722607285,0.8594602565993217,R100_A100,R75_A75
41,multigrate-louvain,Embedding,6781.0,,,0.975875987509434,0.9715575037034124,1.0,,0.6292291365301264,0.4817468462661723,0.8248408472525677,0.7306462741406028,0.993477380466875,0.9994225270503992,0.6339137745882142,0.6551510108960336,,,0.8912026158617276,0.9529040776077902,1.0,,0.4527531160564181,0.431051332659418,0.6355284125577467,0.6267106135452672,0.9629970381188584,0.9725241091270072,0.5142655113916612,0.5784910709240997,0.1385700905622533,0.001548444182274,0.002064592243032,0.001032296121516,0.4240524996313228,0.429287715676154,0.4188172835864917,0.5607580002949417,0.5313375608317358,0.5901784397581478,R100_A100,R75_A75
42,multivi-louvain,Embedding,6781.0,,,0.990000822480331,0.9914396660062345,1.0,,0.6517509055044587,0.5594378521764769,0.8279258903118699,0.7655181873303329,0.9953470736629664,0.9990187536787152,0.6384439055590467,0.6152711922247313,,,0.9771916252505528,0.974267727790642,1.0,,0.6414677605105831,0.5363553722558132,0.7870064248639339,0.7189191737815208,0.982955821316888,0.9920195217767804,0.5995517757090876,0.5942494659554786,0.0400820878431,0.0117239345229317,0.011355257336676,0.0120926117091874,0.819421914171951,0.8361598584279605,0.8026839699159416,0.8837929508921988,0.8983925674679251,0.8691933343164725,R100_A100,R75_A75
43,scmomat-louvain,Embedding,6781.0,,,0.9654417344460648,0.9932649788687632,1.0,,0.4959284214584154,0.4637893927509937,0.7343926420002129,0.6957981631334055,0.9823594233928958,0.996401757802014,0.5485922399425531,0.5535437903191959,,,0.9146450896790248,0.9423132113296808,1.0,,0.36311263156912,0.3613538326204117,0.6018338691113612,0.585190893364119,0.9627567044592932,0.9693380904503368,0.5159212435517972,0.5468545066808608,0.189243190389379,0.0042029199233151,0.0035393009880548,0.0048665388585754,0.5847220174015633,0.6043356437103672,0.5651083910927592,0.7610234478690459,0.7618345376788085,0.7602123580592833,R100_A100,R75_A75
44,scmomat-louvain,Embedding,6781.0,,,0.97186351097576,0.9909617247043226,1.0,,0.494749895655141,0.4357859630796973,0.7434283401896413,0.6908106299027258,0.9853591044346328,0.9926458100782088,0.5621499817620547,0.5850741875067546,,,0.9415418047556418,0.9508084789535142,1.0,,0.3547951489675068,0.3550593580241067,0.609376335929641,0.5965887170197492,0.9640105619086278,0.9775318164711396,0.5192222523061336,0.5634363978985316,0.2707394862955061,0.0031706238017991,0.0022120631175342,0.004129184486064,0.4485326647987022,0.4471316914909305,0.4499336381064739,0.6482819643120483,0.6637664061347884,0.6327975224893083,R100_A100,R100_A100
45,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0720065418697562,0.0044978616723197,0.0044241262350685,0.0045715971095708,0.7499631322813745,0.7649314260433564,0.7349948385193924,0.841100132723787,0.850906945878189,0.831293319569385,R10_A10,R100_A100
46,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0534046710187066,0.0087007815956348,0.0091431942191417,0.008258368972128,0.8048222975962247,0.8407314555375314,0.7689131396549181,0.8669075357616871,0.9017843975814775,0.8320306739418964,R25_A25,R100_A100
47,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043002831044983,0.0117976699601828,0.0140097330777171,0.0095856068426485,0.8380769797964902,0.8506120041291845,0.8255419554637959,0.8919775844270756,0.906061052942044,0.8778941159121073,R50_A50,R100_A100
48,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0381851265543024,0.0112077864621737,0.0129774369562011,0.0094381359681462,0.8381507152337413,0.8482524701371479,0.8280489603303347,0.8912402300545642,0.9020793393304822,0.8804011207786462,R75_A75,R100_A100
49,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0372368742603213,0.011871405397434,0.0137147913287125,0.0100280194661554,0.8424273705943076,0.8619672614658604,0.8228874797227548,0.8917563781153222,0.910780120926117,0.8727326353045274,R100_A100,R100_A100
50,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1327070087332726,0.0037605072998082,0.0042766553605662,0.0032443592390502,0.6412770977731899,0.6864769208081404,0.5960772747382392,0.752322666273411,0.7978174310573661,0.7068279014894558,R100_A100,R10_A10
51,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0681297172167146,0.0060463058545937,0.0067836602271051,0.0053089514820822,0.7805633387405988,0.8082878631470285,0.752838814334169,0.8532664798702256,0.8770092906650937,0.8295236690753576,R100_A100,R25_A25
52,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0465012138129559,0.0098805485916531,0.0125350243326942,0.007226072850612,0.8161775549329008,0.8274590768323257,0.8048960330334759,0.8709629848104999,0.8842353635157056,0.8576906061052942,R100_A100,R50_A50
53,SeuratV5,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039968227975314,0.0106179029641645,0.013419849579708,0.0078159563486211,0.829228727326353,0.850906945878189,0.8075505087745171,0.8812122105884088,0.9047338150715234,0.8576906061052942,R100_A100,R75_A75
54,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3532707206636968,0.0007373543725114,0.0007373543725114,0.0007373543725114,0.255935702698717,0.2855036130364253,0.2263677923610087,0.3975077422209113,0.4474266332399351,0.3475888512018876,R10_A10,R100_A100
55,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3524852930913494,0.0009585606842648,0.0011797669960182,0.0007373543725114,0.2407462026249815,0.2458339477953104,0.2356584574546527,0.4190384898982451,0.4248635894410854,0.4132133903554048,R25_A25,R100_A100
56,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3429794892827645,0.0011797669960182,0.0013272378705205,0.001032296121516,0.2144963869635747,0.2508479575283881,0.1781448163987612,0.3787789411591211,0.4512608759769945,0.3062970063412476,R50_A50,R100_A100
57,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321556903586604,0.001548444182274,0.0017696504940274,0.0013272378705205,0.3032738534139507,0.4052499631322814,0.2012977436956201,0.4822297596224745,0.5398908715528683,0.4245686476920808,R75_A75,R100_A100
58,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4164817046406524,0.0009585606842648,0.0007373543725114,0.0011797669960182,0.2742958265742515,0.3002507004866538,0.2483409526618492,0.4112225335496239,0.4542102934670403,0.3682347736322076,R100_A100,R10_A10
59,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3190307281588099,0.0007373543725114,0.0005898834980091,0.0008848252470137,0.3930098805485916,0.4499336381064739,0.3360861229907093,0.5493290075210147,0.6130364253060021,0.4856215897360271,R100_A100,R25_A25
60,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2993581765684155,0.0011797669960182,0.001032296121516,0.0013272378705205,0.4110013272378705,0.4918153664651231,0.3301872880106179,0.5451260875976995,0.6307329302462764,0.4595192449491225,R100_A100,R50_A50
61,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320089393316653,0.0017696504940274,0.0023595339920365,0.0011797669960182,0.3865211620704911,0.4869488276065477,0.2860934965344344,0.5071523374133609,0.6174605515410706,0.3968441232856511,R100_A100,R75_A75
62,StabMap,Embedding,13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3177021419334421,0.0009585606842648,0.0013272378705205,0.0005898834980091,0.3248783365285356,0.467482672172246,0.1822740008848252,0.4361451113405102,0.570712284323846,0.3015779383571744,R100_A100,R100_A100
