,method,Output,nCell,Batch_ASW_batch,Batch_ASW_site,graph_connectivity,graph_connectivity.l1,graph_iLISI,ARI,ARI.l1,AMI,AMI.l1,graph_cLISI,graph_cLISI.l1,isolated_labels_ASW,isolated_labels_ASW.l1
11,scmomat-louvain,Embedding,31965.0,0.8850304538528829,0.8832688021493545,0.8434131250328426,0.9145891659081358,0.2338592973651757,0.4242756520441908,0.4689007624214064,0.6482727393608108,0.669239131562165,0.9751665242190872,0.9903501117773548,0.5307401195168495,0.5196627329452894
12,scmomat-louvain,Embedding,31965.0,0.8850304538528829,0.8832688021493545,0.8434131250328426,0.9145891659081358,0.2338592973651757,0.4242756520441908,0.4689007624214064,0.6482727393608108,0.669239131562165,0.9751665242190872,0.9903501117773548,0.5307401195168495,0.5196627329452894
13,scmomat-louvain,Embedding,31965.0,0.8850304538528829,0.8832688021493545,0.8434131250328426,0.9145891659081358,0.2338592973651757,0.4242756520441908,0.4689007624214064,0.6482727393608108,0.669239131562165,0.9751665242190872,0.9903501117773548,0.5307401195168495,0.5196627329452894
14,scmomat-louvain,Embedding,31965.0,0.8850304538528829,0.8832688021493545,0.8434131250328426,0.9145891659081358,0.2338592973651757,0.4242756520441908,0.4689007624214064,0.6482727393608108,0.669239131562165,0.9751665242190872,0.9903501117773548,0.5307401195168495,0.5196627329452894
15,scVAEIT-louvain,Embedding,31965.0,0.5358534890714869,0.4617471477367974,0.5930425894221222,0.847797116279492,2.220446049250313e-16,0.2601963145702791,0.2726811948881068,0.5971227446401318,0.5998674544980046,0.9787683238957862,0.9977114222864524,0.5761646553874016,0.5502213843166828
16,scVAEIT-louvain,Embedding,31965.0,0.5698492676812351,0.53932591710641,0.5788719295355174,0.7607487429849,4.440892098500626e-16,0.2468672018240143,0.2749284804638047,0.5883731433620519,0.5988792027699776,0.9772160557322724,0.9974177443242122,0.6282411962747574,0.5476919956505298
17,scVAEIT-louvain,Embedding,31965.0,0.5197699656963981,0.5197699656963981,0.5666791730947773,0.7408743081093289,2.220446049250313e-16,0.3100081996982785,0.3120351679468243,0.6006086899001924,0.60942407723836,0.9778007806345496,0.9982389463499308,0.6073475852608681,0.5552288085222244
18,scVAEIT-louvain,Embedding,31965.0,0.6287291792688481,0.5371479859275783,0.6230839437326783,0.857201511708739,0.0004558136255866,0.2406016735624348,0.260134781411279,0.5850369740708314,0.5963316753150202,0.9773053661296082,0.9979583280585422,0.6187794804573059,0.5556914844550193
19,scVAEIT-louvain,Embedding,31965.0,0.4968401508892622,0.4968401508892622,0.567860331640479,0.7969722680061133,2.220446049250313e-16,0.2783121642861518,0.2954684905879157,0.5972966516650517,0.607953774448088,0.9784048862820124,0.9970938456830728,0.5960817337036133,0.5479697194881737
20,StabMap-louvain,Embedding,31965.0,0.8569217982490676,0.8489614599244065,0.9141257381256986,0.9303209987557368,0.3347462936423063,0.4427093522517306,0.4739395595556482,0.7219305495898617,0.7246504650059794,0.9878703922967208,0.9984577467796514,0.4712847638875246,0.5765443675685674
21,StabMap-louvain,Embedding,31965.0,0.8569217982490676,0.8489614599244065,0.9141257381256986,0.9303209987557368,0.3347462936423063,0.4427093522517306,0.4739395595556482,0.7219305495898617,0.7246504650059794,0.9878703922967208,0.9984577467796514,0.4712847638875246,0.5765443675685674
22,StabMap-louvain,Embedding,31965.0,0.8569217982490676,0.8489614599244065,0.9141257381256986,0.9303209987557368,0.3347462936423063,0.4427093522517306,0.4739395595556482,0.7219305495898617,0.7246504650059794,0.9878703922967208,0.9984577467796514,0.4712847638875246,0.5765443675685674
23,StabMap-louvain,Embedding,31965.0,0.8569217982490676,0.8489614599244065,0.9141257381256986,0.9303209987557368,0.3347462936423063,0.4427093522517306,0.4739395595556482,0.7219305495898617,0.7246504650059794,0.9878703922967208,0.9984577467796514,0.4712847638875246,0.5765443675685674
24,StabMap-louvain,Embedding,31965.0,0.8569217982490676,0.8489614599244065,0.9141257381256986,0.9303209987557368,0.3347462936423063,0.4427093522517306,0.4739395595556482,0.7219305495898617,0.7246504650059794,0.9878703922967208,0.9984577467796514,0.4712847638875246,0.5765443675685674
25,SeuratV5,Embedding,31965.0,0.6979046399703775,0.0719624376029111,0.6308514171342429,0.6486879286521737,0.0078615968056001,0.3041902732485316,0.2594181651654643,0.6742014550987206,0.6265276416655535,0.9950776101992694,0.9992180642838198,0.865325927734375,0.485093697393313
26,SeuratV5,Embedding,31965.0,0.6979046399703775,0.0719624376029111,0.6308514171342429,0.6486879286521737,0.0078615968056001,0.3041902732485316,0.2594181651654643,0.6742014550987206,0.6265276416655535,0.9950776101992694,0.9992180642838198,0.865325927734375,0.485093697393313
27,SeuratV5,Embedding,31965.0,0.6979046399703775,0.0719624376029111,0.6308514171342429,0.6486879286521737,0.0078615968056001,0.3041902732485316,0.2594181651654643,0.6742014550987206,0.6265276416655535,0.9950776101992694,0.9992180642838198,0.865325927734375,0.485093697393313
28,SeuratV5,Embedding,31965.0,0.6979046399703775,0.0719624376029111,0.6308514171342429,0.6486879286521737,0.0078615968056001,0.3041902732485316,0.2594181651654643,0.6742014550987206,0.6265276416655535,0.9950776101992694,0.9992180642838198,0.865325927734375,0.485093697393313
29,SeuratV5,Embedding,31965.0,0.6979046399703775,0.0719624376029111,0.6308514171342429,0.6486879286521737,0.0078615968056001,0.3041902732485316,0.2594181651654643,0.6742014550987206,0.6265276416655535,0.9950776101992694,0.9992180642838198,0.865325927734375,0.485093697393313
