,method,Output,nCell,Batch_ASW_batch,Batch_ASW_site,graph_connectivity,graph_connectivity.l1,graph_iLISI,ARI,ARI.l1,AMI,AMI.l1,graph_cLISI,graph_cLISI.l1,isolated_labels_ASW,isolated_labels_ASW.l1
11,scmomat-louvain,Embedding,21500.0,0.7164665003499691,0.7164665003499691,0.8356104276264369,0.9114861605392636,0.0072034786278312,0.3288946421700072,0.3681521615038264,0.6324673037248258,0.6351249163680547,0.9713036646409056,0.9825885168810532,0.5651210839860141,0.5105691622185986
12,scmomat-louvain,Embedding,21500.0,0.7164665003499691,0.7164665003499691,0.8356104276264369,0.9114861605392636,0.0072034786278312,0.3288946421700072,0.3681521615038264,0.6324673037248258,0.6351249163680547,0.9713036646409056,0.9825885168810532,0.5651210839860141,0.5105691622185986
13,scmomat-louvain,Embedding,21500.0,0.7164665003499691,0.7164665003499691,0.8356104276264369,0.9114861605392636,0.0072034786278312,0.3288946421700072,0.3681521615038264,0.6324673037248258,0.6351249163680547,0.9713036646409056,0.9825885168810532,0.5651210839860141,0.5105691622185986
14,scmomat-louvain,Embedding,21500.0,0.7164665003499691,0.7164665003499691,0.8356104276264369,0.9114861605392636,0.0072034786278312,0.3288946421700072,0.3681521615038264,0.6324673037248258,0.6351249163680547,0.9713036646409056,0.9825885168810532,0.5651210839860141,0.5105691622185986
15,scVAEIT-louvain,Embedding,21500.0,0.5206513767909476,0.5206513767909476,0.743163573784554,0.8822299106987905,4.440892098500626e-16,0.3096502257728471,0.336042797137272,0.6481314122895193,0.6411401670767504,0.9814149266068118,0.9978395829546614,0.6136568175279535,0.578583384025842
16,scVAEIT-louvain,Embedding,21500.0,0.5489687152324455,0.5489687152324455,0.7383210065075336,0.8452733607071439,1.3322676295501878e-15,0.2625406092917078,0.2982275865140776,0.6339177308973242,0.626475487350406,0.979590207039262,0.9978232823525932,0.6056522993603721,0.5919378269463778
17,scVAEIT-louvain,Embedding,21500.0,0.5605119626184397,0.5605119626184397,0.7413405432516219,0.8834205329271771,8.881784197001252e-16,0.301185823093404,0.3361069301144213,0.6428677097266476,0.6407757115332888,0.981139083377027,0.9983266312698582,0.6188033875077963,0.5934896908700467
18,scVAEIT-louvain,Embedding,21500.0,0.5469472649640621,0.5469472649640621,0.7053927616674356,0.878164237747676,8.881784197001252e-16,0.2620293151887662,0.3120160016662276,0.6269019650554571,0.6338454748755679,0.9794899035183434,0.9983576703379574,0.617563552223146,0.5932417258620262
19,scVAEIT-louvain,Embedding,21500.0,0.5532384351215276,0.5532384351215276,0.7607049252139979,0.8849617444588198,6.661338147750939e-16,0.3108337033182083,0.3261449111776214,0.6444789233086758,0.6330530572464658,0.9813621558913193,0.997754581085358,0.5820711413398385,0.5848763439804315
20,StabMap-louvain,Embedding,21500.0,0.8876111857050484,0.8876111857050484,0.921734632972438,0.9301423035780044,0.6337657720313423,0.469968882440425,0.5262081508640365,0.7437329751561064,0.735462233212835,0.9860832643369593,0.9976166344968358,0.4762700354913249,0.5677650477737188
21,StabMap-louvain,Embedding,21500.0,0.8876111857050484,0.8876111857050484,0.921734632972438,0.9301423035780044,0.6337657720313423,0.469968882440425,0.5262081508640365,0.7437329751561064,0.735462233212835,0.9860832643369593,0.9976166344968358,0.4762700354913249,0.5677650477737188
22,StabMap-louvain,Embedding,21500.0,0.8876111857050484,0.8876111857050484,0.921734632972438,0.9301423035780044,0.6337657720313423,0.469968882440425,0.5262081508640365,0.7437329751561064,0.735462233212835,0.9860832643369593,0.9976166344968358,0.4762700354913249,0.5677650477737188
23,StabMap-louvain,Embedding,21500.0,0.8876111857050484,0.8876111857050484,0.921734632972438,0.9301423035780044,0.6337657720313423,0.469968882440425,0.5262081508640365,0.7437329751561064,0.735462233212835,0.9860832643369593,0.9976166344968358,0.4762700354913249,0.5677650477737188
24,StabMap-louvain,Embedding,21500.0,0.8876111857050484,0.8876111857050484,0.921734632972438,0.9301423035780044,0.6337657720313423,0.469968882440425,0.5262081508640365,0.7437329751561064,0.735462233212835,0.9860832643369593,0.9976166344968358,0.4762700354913249,0.5677650477737188
25,totalVI-louvain,Embedding,21500.0,0.9189536838600256,0.9189536838600256,0.951554428913177,0.945438617510226,0.7413858585407465,0.5507041877882654,0.5459046753242746,0.7656393090280065,0.7398969617519348,0.9886322403423374,0.9960657609930323,0.5347836234141141,0.5515702873934061
26,totalVI-louvain,Embedding,21500.0,0.9267766500318484,0.9267766500318484,0.956664361548769,0.9469856665738324,0.7379692416563199,0.5372385243680884,0.544953772378101,0.7542302193943646,0.7422841376880004,0.9861538639577648,0.9956767616565796,0.5354912891052663,0.551958308974281
27,totalVI-louvain,Embedding,21500.0,0.9123497143002964,0.9123497143002964,0.9496133612415528,0.9482834729448988,0.7356553157259675,0.5167338950197974,0.5521330044386792,0.7617389936016797,0.738781466561681,0.9883868320138424,0.996700341786962,0.5353324805619195,0.5526477686828002
28,totalVI-louvain,Embedding,21500.0,0.9049613717051732,0.9049613717051732,0.9550932236836268,0.9429518881486618,0.7383923203877241,0.6110087314880457,0.6346638283573043,0.771807938496482,0.761944037777477,0.9880408734325224,0.996035809484914,0.53187651920598,0.5506564877228811
29,totalVI-louvain,Embedding,21500.0,0.9157507895837884,0.9157507895837884,0.9550230447250108,0.9488694689831804,0.7260395858008111,0.7093874190224501,0.7102072887943288,0.7753457893697443,0.7706606675691002,0.987421550508719,0.9960014238481792,0.5418671190273017,0.5497894037049263
30,sciPENN-louvain,Embedding,21500.0,0.8983085022487913,0.8983085022487913,0.9113118446235566,0.9378170487797632,0.7669440448536244,0.434934669260799,0.4094108188625554,0.7320534231587541,0.6932862899564082,0.9911225620183264,0.9989360668691664,0.4683047094149515,0.6234922647476197
31,sciPENN-louvain,Embedding,21500.0,0.9010299528023524,0.9010299528023524,0.892217460641284,0.9346365927441458,0.7348373357555458,0.4755529231296452,0.428339492966393,0.7387116915737812,0.7019622655956717,0.9913483480817528,0.9990864139708316,0.4621764447074383,0.6224823374301195
32,sciPENN-louvain,Embedding,21500.0,0.8988835478988759,0.8988835478988759,0.8928573232909204,0.9383209816661072,0.7390579557061141,0.358729424320672,0.3591579237863116,0.7178384220867415,0.6802253549689484,0.9911348938358532,0.9992808269655044,0.460117315640673,0.6312850885093212
33,sciPENN-louvain,Embedding,21500.0,0.9107813561522684,0.9107813561522684,0.9030835606319152,0.9371093291332436,0.7669567776333193,0.4463250717310261,0.4394626473419581,0.7274522770583033,0.7053367431260489,0.9917317514162532,0.9985712273982064,0.469505398068577,0.6189311308786273
34,sciPENN-louvain,Embedding,21500.0,0.8991404101719446,0.8991404101719446,0.8943881484813443,0.93635299975867,0.7501478991863038,0.460342184769066,0.4324943678684841,0.7344507036088154,0.7047600689562514,0.9915898934767938,0.9990345281056652,0.4719046616810374,0.6212846213951707
35,SeuratV5,Embedding,21500.0,0.0475769888184481,0.0475769888184481,0.6122735372947584,0.6045935176879915,0.0,0.2981938065735005,0.2475303624513847,0.6740430191674549,0.6182346139871765,0.9952868589366886,0.9987765905408826,0.5874059209600091,0.4323901856318116
36,SeuratV5,Embedding,21500.0,0.0475769888184481,0.0475769888184481,0.6122735372947584,0.6045935176879915,0.0,0.2981938065735005,0.2475303624513847,0.6740430191674549,0.6182346139871765,0.9952868589366886,0.9987765905408826,0.5874059209600091,0.4323901856318116
37,SeuratV5,Embedding,21500.0,0.0475769888184481,0.0475769888184481,0.6122735372947584,0.6045935176879915,0.0,0.2981938065735005,0.2475303624513847,0.6740430191674549,0.6182346139871765,0.9952868589366886,0.9987765905408826,0.5874059209600091,0.4323901856318116
38,SeuratV5,Embedding,21500.0,0.0475769888184481,0.0475769888184481,0.6122735372947584,0.6045935176879915,0.0,0.2981938065735005,0.2475303624513847,0.6740430191674549,0.6182346139871765,0.9952868589366886,0.9987765905408826,0.5874059209600091,0.4323901856318116
39,SeuratV5,Embedding,21500.0,0.0475769888184481,0.0475769888184481,0.6122735372947584,0.6045935176879915,0.0,0.2981938065735005,0.2475303624513847,0.6740430191674549,0.6182346139871765,0.9952868589366886,0.9987765905408826,0.5874059209600091,0.4323901856318116
