,method,Output,nCell,Batch_ASW_batch,Batch_ASW_site,graph_connectivity,graph_connectivity.l1,graph_iLISI,ARI,ARI.l1,AMI,AMI.l1,graph_cLISI,graph_cLISI.l1,isolated_labels_ASW,isolated_labels_ASW.l1
20,scmomat-louvain,Embedding,19786.0,0.8322202797369568,0.8420335494459575,0.9245248977784456,0.9702770021881074,0.1602343270541952,0.3516557642182685,0.3224417030861945,0.6020158954707954,0.5761114483874761,0.9763760561888504,0.9878442730155428,0.625255897641182,0.5417476289181246
21,scmomat-louvain,Embedding,19786.0,0.8322202797369568,0.8420335494459575,0.9245248977784456,0.9702770021881074,0.1602343270541952,0.3516557642182685,0.3224417030861945,0.6020158954707954,0.5761114483874761,0.9763760561888504,0.9878442730155428,0.625255897641182,0.5417476289181246
22,scmomat-louvain,Embedding,19786.0,0.8322202797369568,0.8420335494459575,0.9245248977784456,0.9702770021881074,0.1602343270541952,0.3516557642182685,0.3224417030861945,0.6020158954707954,0.5761114483874761,0.9763760561888504,0.9878442730155428,0.625255897641182,0.5417476289181246
23,scmomat-louvain,Embedding,19786.0,0.8322202797369568,0.8420335494459575,0.9245248977784456,0.9702770021881074,0.1602343270541952,0.3516557642182685,0.3224417030861945,0.6020158954707954,0.5761114483874761,0.9763760561888504,0.9878442730155428,0.625255897641182,0.5417476289181246
24,scmomat-louvain,Embedding,19786.0,0.8322202797369568,0.8420335494459575,0.9245248977784456,0.9702770021881074,0.1602343270541952,0.3516557642182685,0.3224417030861945,0.6020158954707954,0.5761114483874761,0.9763760561888504,0.9878442730155428,0.625255897641182,0.5417476289181246
25,StabMap,Embedding,19786.0,0.8008261568235479,0.7777433186614153,0.8093678423093285,0.9249294966645948,0.216848498423464,0.3328358937432772,0.3924570746011029,0.529944417534557,0.5370258830350088,0.9469083708539854,0.9421675609660276,0.5408121161162853,0.5168498437851667
26,StabMap,Embedding,19786.0,0.8008261568235479,0.7777433186614153,0.8093678423093285,0.9249294966645948,0.216848498423464,0.3328358937432772,0.3924570746011029,0.529944417534557,0.5370258830350088,0.9469083708539854,0.9421675609660276,0.5408121161162853,0.5168498437851667
27,StabMap,Embedding,19786.0,0.8008261568235479,0.7777433186614153,0.8093678423093285,0.9249294966645948,0.216848498423464,0.3328358937432772,0.3924570746011029,0.529944417534557,0.5370258830350088,0.9469083708539854,0.9421675609660276,0.5408121161162853,0.5168498437851667
28,StabMap,Embedding,19786.0,0.8008261568235479,0.7777433186614153,0.8093678423093285,0.9249294966645948,0.216848498423464,0.3328358937432772,0.3924570746011029,0.529944417534557,0.5370258830350088,0.9469083708539854,0.9421675609660276,0.5408121161162853,0.5168498437851667
29,StabMap,Embedding,19786.0,0.8008261568235479,0.7777433186614153,0.8093678423093285,0.9249294966645948,0.216848498423464,0.3328358937432772,0.3924570746011029,0.529944417534557,0.5370258830350088,0.9469083708539854,0.9421675609660276,0.5408121161162853,0.5168498437851667
30,SeuratV5,Embedding,19786.0,0.5969069750769023,0.1126524265889917,0.8235556251581712,0.8517792442000122,0.1627345563963372,0.4102806733135052,0.3119463501905204,0.7023808550416953,0.6235454860353471,0.9955146299941988,0.9983285151075132,0.9395471215248108,0.481431713534726
31,SeuratV5,Embedding,19786.0,0.5969069750769023,0.1126524265889917,0.8235556251581712,0.8517792442000122,0.1627345563963372,0.4102806733135052,0.3119463501905204,0.7023808550416953,0.6235454860353471,0.9955146299941988,0.9983285151075132,0.9395471215248108,0.481431713534726
32,SeuratV5,Embedding,19786.0,0.5969069750769023,0.1126524265889917,0.8235556251581712,0.8517792442000122,0.1627345563963372,0.4102806733135052,0.3119463501905204,0.7023808550416953,0.6235454860353471,0.9955146299941988,0.9983285151075132,0.9395471215248108,0.481431713534726
33,SeuratV5,Embedding,19786.0,0.5969069750769023,0.1126524265889917,0.8235556251581712,0.8517792442000122,0.1627345563963372,0.4102806733135052,0.3119463501905204,0.7023808550416953,0.6235454860353471,0.9955146299941988,0.9983285151075132,0.9395471215248108,0.481431713534726
34,SeuratV5,Embedding,19786.0,0.5969069750769023,0.1126524265889917,0.8235556251581712,0.8517792442000122,0.1627345563963372,0.4102806733135052,0.3119463501905204,0.7023808550416953,0.6235454860353471,0.9955146299941988,0.9983285151075132,0.9395471215248108,0.481431713534726
