,method,Output,nCell,Batch_ASW_batch-RNA,Batch_ASW_site-RNA,graph_connectivity_batch-RNA,graph_connectivity_label-RNA,graph_connectivity_label.l1-RNA,graph_connectivity_cluster-RNA,graph_iLISI-RNA,ARI-RNA,ARI.l1-RNA,AMI-RNA,AMI.l1-RNA,graph_cLISI-RNA,graph_cLISI.l1-RNA,isolated_labels_ASW-RNA,isolated_labels_ASW.l1-RNA,Batch_ASW_batch-ATAC,Batch_ASW_site-ATAC,graph_connectivity_batch-ATAC,graph_connectivity_label-ATAC,graph_connectivity_label.l1-ATAC,graph_connectivity_cluster-ATAC,graph_iLISI-ATAC,ARI-ATAC,ARI.l1-ATAC,AMI-ATAC,AMI.l1-ATAC,graph_cLISI-ATAC,graph_cLISI.l1-ATAC,isolated_labels_ASW-ATAC,isolated_labels_ASW.l1-ATAC,FOSCTTM,nearest_cell_barcode,nearest_cell_barcode-RNA,nearest_cell_barcode-ATAC,nearest_cell_celltype,nearest_cell_celltype-RNA,nearest_cell_celltype-ATAC,nearest_cell_celltype.l1,nearest_cell_celltype.l1-RNA,nearest_cell_celltype.l1-ATAC,RNA,ATAC
50,SCALEX-louvain,Embedding,6924.0,0.8752587104703721,0.9058392182217048,0.5643802325908376,0.9486579951158072,0.9629361832021632,1.0,0.3232100205342798,0.4961852094338896,0.51030066965136,0.6585730327006414,0.6381477643224522,0.9656891435629528,0.9656781143693254,0.6100355236608166,0.5231434764546825,0.8972444278515428,0.9521686894653946,0.557232943231914,0.8401490399899644,0.9161136913661864,1.0,0.4438543010835811,0.3977648030257258,0.4529971120379827,0.5483876471616594,0.5656933256812424,0.9384776624058754,0.924667449111263,0.4607299497626619,0.528207292927504,0.1385839043593211,0.0031773541305603,0.0027440785673021,0.0036106296938186,0.5343731946851531,0.5755343731946851,0.493212016175621,0.7279751588677066,0.7746967071057193,0.6812536106296938,R100,A50
51,SeuratV3_CCA-louvain,Embedding,6924.0,0.9117989650668624,0.8744620917848032,0.7899211133434216,0.9545783072109454,0.9671987881337336,1.0,0.1869123856361584,0.4732770767454937,0.4411449813986326,0.6642320684027719,0.630033221168977,0.9682588023294614,0.9684861671193072,0.5927219527334805,0.5309365300997817,0.7678296441433855,0.8571001964069344,0.2813009677247922,0.8631667954213512,0.9077438861321724,1.0,0.3406784396418338,0.353710349478217,0.3145608493836044,0.6421059649496895,0.6123318853242907,0.9770734034819524,0.9835332109780228,0.4128282485507229,0.5170491769568124,0.0842338214587628,0.0036106296938186,0.0041883304448295,0.0030329289428076,0.6619006354708261,0.6317157712305026,0.6920854997111496,0.8116695551704217,0.766897746967071,0.8564413633737724,R100,A50
52,SeuratV4_RPCA-louvain,Embedding,6924.0,0.920618256047602,0.8879969769248984,0.7936049802040526,0.955190735353866,0.9715356850728356,1.0,0.1748569573382849,0.4278201535849105,0.3987745899095355,0.6661287228867574,0.6327298452015662,0.967017958862752,0.9714681562187176,0.590003549564334,0.5296521398157755,0.7726397423569343,0.8462002612135654,0.3085895770855256,0.835996550686525,0.9075025054707504,1.0,0.3238002991848581,0.3014783547137667,0.2765513401633821,0.5832842501109241,0.5617432893873474,0.968347151170762,0.9760336398631104,0.4127054474981719,0.4818602508052499,0.1179207044812023,0.0041883304448295,0.005054881571346,0.0033217793183131,0.6133737723859041,0.6090410167533218,0.6177065280184865,0.7747689196995956,0.756787983824379,0.7927498555748123,R100,A50
53,SIMBA-louvain,Embedding,6924.0,0.9346311540580629,0.9219919564711035,0.7198220519390546,0.9772514743819006,0.9788345621969164,1.0,0.2587590383209643,0.61946515522538,0.5551726741695436,0.7465744104774142,0.6945469077661417,0.9811075858307022,0.9814330002118588,0.5633209513307048,0.5173432901381829,0.9123892772108444,0.9493636484588802,0.6631148132234852,0.901304424176636,0.933276088299262,1.0,0.3829259591759847,0.5177036213215145,0.5847226870002786,0.6471699322519153,0.6612285508422566,0.9603853314416996,0.9635025273713084,0.5171237031796603,0.5589045488592169,0.1101166131183792,0.0023830155979202,0.0017331022530329,0.0030329289428076,0.5537983824378971,0.5174754477180821,0.5901213171577123,0.7474003466204506,0.7424898902368573,0.752310803004044,R100,A50
54,unionCom-louvain,Embedding,6924.0,0.7369748158777703,0.8383117642166291,0.4042318822984849,0.9190937038930134,0.9466153047610342,1.0,0.2984191329479826,0.3822737437968149,0.3209494191870276,0.6719521591675022,0.6225609349603424,0.9815626002793292,0.9897626599085004,0.3989676711520609,0.5339860206807253,0.8149372185353029,0.8556578175809466,0.3238817682998904,0.8566564958886893,0.926892586791602,1.0,0.338222355782207,0.400511859411114,0.4180559280178587,0.6270264977467839,0.6335651640929512,0.9646183624863656,0.9733595916440734,0.3432430035884518,0.5884024631982591,0.0437855806593397,0.0052715193529751,0.0069324090121317,0.0036106296938186,0.6631282495667244,0.6941074523396881,0.6321490467937608,0.8115973425765453,0.8256787983824379,0.7975158867706528,R100,A50
55,uniPort-louvain,Embedding,6924.0,0.8963873423358637,0.9368172914240116,0.494440354784776,0.8384221669373144,0.8847344541794173,1.0,0.4229119152280711,0.5050489654032986,0.5278601369771829,0.6207316618210137,0.622868243836527,0.9610530006736472,0.9587919940122348,0.4668243869301603,0.4760187920104813,0.9029060486734368,0.909598849572382,0.8307563597997384,0.9683501987973384,0.9698428228160948,1.0,0.2866699917224904,0.6081304508067216,0.5898320830342144,0.7365129261771429,0.7044180709923754,0.9765594594243444,0.9815888288752056,0.5698102230084657,0.5076596455389886,0.1062246004403341,0.005054881571346,0.0051993067590987,0.0049104563835932,0.6625505488157135,0.6387926054303871,0.6863084922010398,0.809792027729636,0.7862507221259387,0.8333333333333334,R100,A50
56,bindSC-louvain,Embedding,6924.0,0.8383186644113504,0.9114175299995956,0.400870566206454,0.7830945346612773,0.8439775126664552,1.0,0.4162538368167761,0.39159193241528,0.4438618696494444,0.5742993436500295,0.5919222399640791,0.9447552607122108,0.9364725479838936,0.4652970053945954,0.4009299464524856,0.7554819670128957,0.8930210529909662,0.2389571986119532,0.7993361462898992,0.8866767452772968,1.0,0.4097994396730662,0.3331501435804462,0.3359214758344231,0.5818646591708775,0.5860158477957007,0.9621550853106824,0.9752291189732514,0.5633457147501935,0.588268095330981,0.1222714402570318,0.0021663778162911,0.0020219526285384,0.0023108030040439,0.4810080878105142,0.4403523974581167,0.5216637781629117,0.6699884459849799,0.635470826112074,0.7045060658578857,R100,A75
57,scglue-louvain,Embedding,6924.0,0.8910476480559004,0.9030984954014118,0.6107802603170285,0.969190860704337,0.9741275908652663,1.0,0.2809424917228916,0.6299375184250499,0.5542083034406523,0.7581530895903142,0.7029923354556122,0.98375139156811,0.988438003348101,0.5199650501420637,0.5068980824885289,0.8751192712981859,0.9243245471526348,0.510286977478591,0.9339654048438462,0.9549015900148384,1.0,0.3569930862236115,0.6390835402465878,0.5847370494566693,0.7439687012353471,0.7048208064159476,0.978202566743914,0.9841822073068732,0.4194593192807869,0.5060568523754119,0.0393467901564597,0.0153812824956672,0.0170421721548238,0.0137203928365106,0.750577700751011,0.7527440785673022,0.7484113229347198,0.8578856152512999,0.8584633160023109,0.8573079145002889,R100,A75
58,LIGER_INMF-louvain,Embedding,6924.0,0.82786791179,0.8731990302596282,0.5175762750940196,0.9449857366956332,0.9753132891657408,1.0,0.3234781568048375,0.5375256303254032,0.4744809193583573,0.7113025497936325,0.6672506529079439,0.9819329692045832,0.9853809176171272,0.5833513505997869,0.5271734447104198,0.8867765768477762,0.8946707774861201,0.522766130650934,0.8456468718991946,0.8744665715263408,1.0,0.3964663468675755,0.497259981962341,0.6069103852392003,0.6250019820986823,0.6548339720692115,0.9528546038948184,0.9509775930581272,0.4177148722860963,0.4607088197671121,0.3185832852750386,0.0008665511265164,0.0011554015020219,0.0005777007510109,0.2425621028307336,0.3125361062969382,0.1725880993645291,0.4711871750433275,0.5378393991912189,0.4045349508954362,R100,A75
59,LIGER_OINMF-louvain,Embedding,6924.0,0.8415725987977297,0.8810774593615013,0.666808760579184,0.9116662703128564,0.9337512772861044,1.0,0.3574653828027301,0.4270800822406497,0.4275259829122554,0.6278925261675721,0.6134288844703475,0.957741282050078,0.948601900923578,0.5340927243386145,0.5138095248739244,0.8760972687634034,0.9064872573181842,0.5780869078897264,0.8062221047056124,0.8699467042559439,1.0,0.425111718755585,0.4207664826243902,0.5245431899478563,0.5411827455195257,0.5832090679875667,0.9377216527818516,0.9073481525297254,0.4877686405220354,0.4664517142783433,0.2684623531677258,0.0010831889081455,0.0011554015020219,0.0010109763142692,0.376949740034662,0.4061236279607163,0.3477758521086077,0.56289716926632,0.6406701328711727,0.4851242056614673,R100,A75
60,LIGER_UINMF-louvain,Embedding,6924.0,0.8103627925347525,0.8719620772053518,0.5525376510579947,0.9406752419209712,0.9694959193932268,1.0,0.3260084815669481,0.4690467959869652,0.4445369393762589,0.6831870876150103,0.655469583084331,0.9828180617153792,0.984619965429836,0.5149673383819406,0.5010706233928744,0.8192086349712052,0.8493581872006545,0.5435693735427082,0.8728960890405261,0.9272389924811024,1.0,0.3785976293146831,0.4234707091129563,0.5206841416989635,0.5947176133857544,0.6323972690930081,0.9468249718180278,0.9429595899356752,0.4626069424077487,0.5190921068324168,0.4352702640803294,0.0005777007510109,0.0005777007510109,0.0005777007510109,0.1367706528018486,0.1623339110340843,0.1112073945696129,0.2299971114962449,0.2638648180242634,0.1961294049682264,R100,A75
61,MaxFuse-louvain,Embedding,6924.0,0.8738570586788873,0.9227184411792048,0.5747062741758584,0.9509095154529932,0.9670797625830908,1.0,0.3904287276502106,0.6797602514872976,0.6502254811822774,0.7581526310803839,0.7339550224586131,0.9696683620819758,0.9689820546259684,0.576614108123649,0.5533673146765624,0.8039759426579519,0.8588866285956104,0.6548220037664874,0.9417433106501716,0.9627677639235628,1.0,0.3293311364064203,0.5306883163959288,0.4819816062118254,0.6895917030583575,0.6565162610532719,0.974808485385448,0.9808006601886567,0.5137533207951116,0.6316139669646497,0.1485869547260827,0.0062824956672443,0.0059214326978625,0.0066435586366262,0.6821201617562103,0.7114384748700173,0.6528018486424032,0.80553148469093,0.8353552859618717,0.7757076834199884,R100,A75
62,MultiMAP-louvain,Embedding,6924.0,0.6680774916446197,0.8006692159055753,0.2303682640980838,0.7708900395703253,0.8263143497327547,1.0,0.3026660862916263,0.2743191128966928,0.2366663856464899,0.5950670841083129,0.569367065511749,0.9697938716779712,0.9760388045495496,0.5342815555214873,0.5454915400977783,0.7036830735737458,0.875776828165513,0.1505820356837347,0.6933768036312676,0.7902016126812389,1.0,0.4149130574977961,0.2502903507322483,0.2509103374033275,0.5311834407589962,0.5362808471339953,0.9584574363247024,0.9686868574153772,0.4786228982098092,0.5915754177900123,0.1519813742402868,0.0025996533795493,0.0024552281917966,0.0027440785673021,0.572212593876372,0.5966204506065858,0.5478047371461583,0.7564269208549972,0.7917388792605431,0.7211149624494512,R100,A75
63,pamona-louvain,Embedding,6924.0,0.6523643185993433,0.8687883987332445,0.1499546043852715,0.3359917075804121,0.5697820142649395,1.0,0.4111891335661835,0.1053631839489184,0.1028042194888291,0.3195611327020995,0.3167157902928751,0.8753549954536453,0.8162552426301644,0.4960881651043434,0.4666234201986512,0.6880931694027455,0.8619455821529993,0.1059300614841414,0.0994462151160035,0.197727589028219,1.0,0.5295147639971989,0.0095620239885475,0.0089703706459846,0.0411855411648036,0.0327587904026239,0.7260348067361915,0.5143766131629712,0.4669354980091109,0.4848883502792168,0.5085746301930909,7.221259387637204e-05,0.0001444251877527,0.0,0.0647746967071057,0.0495378393991912,0.0800115540150202,0.0983535528596187,0.0774119006354708,0.1192952050837666,R100,A75
64,SCALEX-louvain,Embedding,6924.0,0.8796999163952466,0.901120842521256,0.5565144593056873,0.943016407168276,0.9523955751886112,1.0,0.3208553590143497,0.578386121213688,0.5530165172653516,0.6979646713115711,0.6703901167235895,0.969599888526339,0.9719222863483132,0.6246460341371562,0.5193441716873267,0.904380811190413,0.944639993260022,0.5460006758890715,0.8568721847231561,0.9323327065492586,1.0,0.434030235792924,0.4841865880192924,0.5415154690613271,0.5968932989333878,0.6158208344237862,0.9487853802568192,0.9422370334649312,0.4978261292101452,0.5247544360450046,0.1290259876897343,0.0038272674754477,0.0037550548815713,0.003899480069324,0.5766175621028307,0.6195840554592721,0.5336510687463893,0.7547660311958406,0.7944829578278452,0.715049104563836,R100,A75
65,SeuratV3_CCA-louvain,Embedding,6924.0,0.9175714835783654,0.8947633336862478,0.7618115704387354,0.952832907653122,0.965543046410518,1.0,0.1760089192012522,0.4530561360248543,0.4198486616532934,0.6623949241923779,0.6206358659215626,0.9698250271105386,0.973484646438983,0.5923048353963513,0.5296513589285734,0.7534540289463969,0.8635906950196655,0.2815276213507083,0.8797812071435971,0.9141643532574836,1.0,0.3538661555340748,0.3994719154296355,0.3519513359077706,0.6593751428683761,0.626851508702034,0.9785568088563444,0.9852225483936004,0.3795004461526549,0.549772728173202,0.08078618113772,0.0036828422876949,0.0041883304448295,0.0031773541305603,0.6680387059503177,0.6463027151935298,0.6897746967071057,0.8198295782784517,0.7848064702484113,0.8548526863084922,R100,A75
66,SeuratV4_RPCA-louvain,Embedding,6924.0,0.9209053631723416,0.8907235182420404,0.7544959687481142,0.954033503712882,0.9710309080843726,1.0,0.188769200559469,0.4092066276237964,0.3724136754522685,0.6515872456540679,0.611581196670652,0.9688079778801262,0.9749869402294532,0.5894329196208894,0.5302016359734956,0.7818305819297283,0.8594249414946121,0.3028537669019954,0.8363848321187995,0.8856531425323118,1.0,0.3295234700514673,0.291543652031734,0.2807836871841877,0.5848943856488235,0.5695657195273862,0.970589674071236,0.9791075219577154,0.4159049625389703,0.4707748551478236,0.1079899710014914,0.0041161178509532,0.0049104563835932,0.0033217793183131,0.6299104563835933,0.6312824956672444,0.6285384170999422,0.7866839976891971,0.7777296360485269,0.7956383593298672,R100,A75
67,SIMBA-louvain,Embedding,6924.0,0.9328681814765462,0.924396140203288,0.7324456415956188,0.9743480095503304,0.9759501388449812,1.0,0.267824929960638,0.575486479513865,0.5035230548598464,0.7261408662394557,0.6733745957909213,0.9811359241692144,0.9824215854005818,0.5671543031221973,0.5145030098957495,0.8970710265310309,0.944238240645463,0.6711540735769199,0.9229997051580114,0.9585866239312166,1.0,0.3620414923694637,0.5267606965042206,0.6165544646106258,0.6611050423831919,0.6870648141248383,0.9657068578799196,0.9715405445408948,0.5480665534187177,0.5592842477514584,0.1074083071098576,0.0033939919121894,0.0020219526285384,0.0047660311958405,0.5777007510109763,0.5446273830155979,0.6107741190063547,0.7693529751588677,0.7660311958405546,0.7726747544771808,R100,A75
68,unionCom-louvain,Embedding,6924.0,0.78308207926288,0.8361854049734186,0.4062491698410356,0.9026416223459036,0.9383943633606404,1.0,0.288396245690789,0.4037587913067193,0.3447295949771884,0.6856172924901931,0.6394942634167825,0.9831242151783486,0.9889541850313944,0.3867426493119352,0.5133309363639194,0.7987724291681814,0.8505583311202866,0.395723246214345,0.860303111126102,0.9348791973618586,1.0,0.3410161559152023,0.4246063315268391,0.426000661298666,0.6452634308404352,0.6405684390597922,0.9671179877506104,0.978283205755794,0.3019133435176942,0.5535501903986139,0.0428054229780724,0.0062824956672443,0.0072212593876372,0.0053437319468515,0.6629838243789717,0.6826978625072213,0.6432697862507222,0.8166522241478914,0.8249566724436742,0.8083477758521086,R100,A75
69,uniPort-louvain,Embedding,6924.0,0.8925000042403178,0.9360580543934776,0.5485200895702612,0.8662456475390329,0.9212210102948596,1.0,0.4148147378497249,0.5755221253893731,0.5660457206310369,0.6571615518700293,0.6501538110762862,0.958298266477444,0.9604423036128392,0.4841222346021913,0.4872016159425413,0.9057169316644718,0.9042765929841228,0.7325432151730669,0.9673595736329164,0.97096367922882,1.0,0.2727182472065162,0.5636401073561519,0.5295134743028094,0.7286269001854099,0.6897351497851547,0.9767711556815608,0.975754407711656,0.5689658878556674,0.5134262896822841,0.0896877182856137,0.0064269208549971,0.0053437319468515,0.0075101097631426,0.6720826112073945,0.6565569035239746,0.6876083188908145,0.8132582322357018,0.7988157134604275,0.8277007510109763,R100,A75
70,bindSC-louvain,Embedding,6924.0,0.8657553880345934,0.9371917020370916,0.2777185547391492,0.5045047435822125,0.7310958203587676,1.0,0.4956764108092303,0.1780905342981424,0.2304564351082811,0.281314354804118,0.2968855688959791,0.8724780992119223,0.8038629044247558,0.4463399908427429,0.3998251308696372,0.7462025548913093,0.8884449286779609,0.2638801160286199,0.8050344449459136,0.9090654530200482,1.0,0.4039218549396025,0.3165971023515649,0.3172235190536752,0.5677875363702147,0.5628942077972799,0.9587588607045996,0.9641827307397962,0.5531723706767615,0.5909499222236582,0.2132700924554818,0.0005054881571346,0.0005777007510109,0.0004332755632582,0.325895436164067,0.2468226458694396,0.4049682264586944,0.4870739456961294,0.3991912189485846,0.5749566724436742,R10,A100
71,scglue-louvain,Embedding,6924.0,0.9143192543606102,0.9472574746086152,0.6161263791294501,0.8693355775050299,0.8865896157234088,1.0,0.3581674656062206,0.4703353523358902,0.5480429570837955,0.609067786834227,0.6196785324274972,0.945967205077079,0.932732271346542,0.4749208822478495,0.4822975628819103,0.9104558242213638,0.924515436011636,0.7236916991066363,0.9482279155407342,0.9659068689615412,1.0,0.3327531549862205,0.6063391984856824,0.5993693246841209,0.7269500523465595,0.7104766796741704,0.9696589822817367,0.9735182276005888,0.4589185944371227,0.496326237738221,0.0868924526283715,0.0039716926632004,0.005054881571346,0.0028885037550548,0.6208838821490468,0.6123627960716349,0.6294049682264587,0.7659589832466782,0.7595320623916811,0.7723859041016753,R10,A100
72,LIGER_INMF-louvain,Embedding,6924.0,0.738601180932374,0.8119448249109696,0.4472872669929277,0.5264728604900154,0.7839947578474619,1.0,0.4922482892703013,0.1129901294080574,0.121081752061702,0.2180778927049116,0.2071132371126952,0.8424546050106423,0.7249000575180023,0.3765169281963776,0.4147407179596833,0.8160204023911721,0.8967620389889828,0.6060013165904258,0.5783160202872035,0.8062283830688455,1.0,0.4909006205802539,0.1695365515023599,0.2223432286078977,0.2169186046957925,0.2362139710418875,0.83236440806765,0.7209869525725735,0.4645510797819063,0.4280743276953528,0.371668323259447,0.0004332755632582,0.0,0.0008665511265164,0.1933131138070479,0.1411034084344309,0.2455228191796649,0.3050982091276719,0.2449451184286539,0.3652512998266898,R10,A100
73,LIGER_OINMF-louvain,Embedding,6924.0,0.7733863909245207,0.8447068835878827,0.5028339679015227,0.5740632301075294,0.7907887281655402,1.0,0.487659694211632,0.1002333022400624,0.1295877276730363,0.1812935865862937,0.1830719926982301,0.8309668309123905,0.7166614816934449,0.4016023527914872,0.3693111295614443,0.8584011809256165,0.9165497616700488,0.5921976847802781,0.5209816319247805,0.7999368961117144,1.0,0.5107804356546235,0.1228267324396493,0.1631164772415675,0.1846502448611839,0.2011395377565833,0.8046858471533201,0.6775178201933693,0.4197006687161487,0.4329002048945314,0.4100321189602989,0.0002888503755054,0.0002888503755054,0.0002888503755054,0.2002455228191796,0.1889081455805892,0.21158290005777,0.3193963027151935,0.292316580011554,0.346476025418833,R10,A100
74,LIGER_UINMF-louvain,Embedding,6924.0,0.7152936454347409,0.8003041790604394,0.5101600834807203,0.5770307767124195,0.7903544492186171,1.0,0.4878087175048947,0.1445792045128288,0.1606420347383668,0.2277679525485788,0.2278202183346795,0.8392852623561508,0.7252298209232683,0.2947027176451324,0.350051934039762,0.8148734421725323,0.8354797480531353,0.5812866550266109,0.8261033105334029,0.8744738337735103,1.0,0.4186839728614207,0.4124820520231693,0.5211687979018235,0.5319790190046287,0.5724395609623893,0.9149671715799448,0.887465497222385,0.490119682132552,0.4746030451840389,0.3991770976527862,0.0002888503755054,0.0001444251877527,0.0004332755632582,0.1743934142114384,0.1610340843443096,0.1877527440785673,0.2784517619872906,0.2598209127671866,0.2970826112073945,R10,A100
75,MaxFuse-louvain,Embedding,6924.0,0.8528479307181299,0.907507148577692,0.6681807101414842,0.8101926314864006,0.8847515032664729,1.0,0.4557223385461124,0.3907264262015959,0.4648873439431976,0.506254794504387,0.5278460551978388,0.8944531917501786,0.8370648342490283,0.5967760956707859,0.4824474161283292,0.804387632279144,0.8610139814310904,0.6774461264050953,0.9504531348144164,0.9679974475740728,1.0,0.3189245144107144,0.5405181293090264,0.4963931413361502,0.6946349514997231,0.6673836191799302,0.978287593185492,0.9835826848546853,0.5294004775256499,0.6322400471582609,0.2913271819550448,0.001372039283651,0.0011554015020219,0.0015886770652801,0.5571923743500866,0.5115540150202196,0.6028307336799538,0.7044338532640093,0.6606008087810514,0.7482668977469671,R10,A100
76,MultiMAP-louvain,Embedding,6924.0,0.6708899190018631,0.8410974943058344,0.2485101074989958,0.5949870905873318,0.7465167676120347,1.0,0.3329153747940327,0.2152864246091175,0.2266847602900701,0.45992346652623,0.4650077464468654,0.935036005728816,0.9214853419667852,0.634757598382194,0.512800807246333,0.6887728297954575,0.8373973788194405,0.1770614762252756,0.6174992976754138,0.7406807499605546,1.0,0.3802246697980869,0.2087050339261486,0.2077132745029276,0.4796330439953125,0.4775830127198936,0.9486115425477412,0.9544928855648234,0.5293230593276818,0.5998660069896066,0.2106145483638319,0.0024552281917966,0.0021663778162911,0.0027440785673021,0.4045349508954361,0.3788272674754477,0.4302426343154246,0.5845609474292317,0.5739456961294049,0.5951761987290584,R10,A100
77,pamona-louvain,Embedding,6924.0,0.6577222694896664,0.855839118879787,0.1053135108203271,0.1157138351101941,0.176157853080065,1.0,0.463649150657434,0.0141236895963916,0.016281723416606,0.0553321037598073,0.0533499437703531,0.7162766584175626,0.4896229948816885,0.5237294714047515,0.4875229898887004,0.5761270389998191,0.8313355724870918,0.0565590223977881,0.0613405919863849,0.0956031842149051,1.0,0.5569663593287407,0.0055633633535288,0.0053297905092992,0.0315895681505687,0.0234326589383807,0.6945649451059434,0.4578149934806443,0.4708961859717534,0.5348436476960589,0.4987067229215705,0.0003610629693818,0.0004332755632582,0.0002888503755054,0.1043471981513576,0.1074523396880415,0.1012420566146736,0.163633737723859,0.1743212016175621,0.1529462738301559,R10,A100
78,SCALEX-louvain,Embedding,6924.0,0.8804383645133912,0.9235913140049244,0.560604567793752,0.6881062618378376,0.8440964680163943,1.0,0.410009564214091,0.2544780606386871,0.333953548869738,0.3894078362698475,0.4189861531442385,0.8963767869671289,0.8440377664791481,0.6612926668149156,0.5503915426893299,0.912534482958378,0.9290546915231054,0.5841923473663341,0.8260017981228122,0.886258368988793,1.0,0.4013228422423381,0.4488481577227904,0.5692229676865402,0.5783007465378404,0.6147486850029782,0.9464267071456766,0.936659385430827,0.4857564071014134,0.4954381952170815,0.2251277883405904,0.001372039283651,0.0005777007510109,0.0021663778162911,0.4191941074523396,0.408001155401502,0.4303870595031773,0.6090410167533218,0.5915655690352397,0.6265164644714039,R10,A100
79,SeuratV3_CCA-louvain,Embedding,6924.0,0.8979523589009261,0.9122156923917129,0.839608722988713,0.8190353531305632,0.8910512469328152,1.0,0.3404058408279828,0.3140028209711532,0.4057324298612273,0.3962587209068312,0.4275988338624871,0.8774880177145241,0.7948530031479539,0.4677429685616988,0.497304816906909,0.818402469681907,0.8774838187527353,0.2900321136100043,0.8671449791732215,0.9168312549591248,1.0,0.3339571123216274,0.3830691895727803,0.3512484378353447,0.6525742199778134,0.6258570742951386,0.977051229147156,0.9838611022505556,0.4772275056691885,0.5520355261593503,0.2153218312145966,0.001372039283651,0.0017331022530329,0.0010109763142692,0.56210283073368,0.4901790872328134,0.6340265742345466,0.7143269786250722,0.6649335644136337,0.7637203928365107,R10,A100
80,SeuratV4_RPCA-louvain,Embedding,6924.0,0.8943284178051014,0.9137443730000986,0.8412002469006719,0.8214712017938882,0.8783054720120158,1.0,0.343299544274209,0.3067556623611358,0.3897565792203158,0.3843980479328509,0.4156239477788204,0.8734274037970563,0.7863056881739687,0.467498195415195,0.4978580546905948,0.8104632642853736,0.8626353367116142,0.3162225195688898,0.847145916529081,0.9371668449433314,1.0,0.3095527965518712,0.3274412228578484,0.3118243155255701,0.5922776416262547,0.5842221194458336,0.9698762099082991,0.9796100968721022,0.4428424797479788,0.5574603504689675,0.2213181151236449,0.001372039283651,0.0017331022530329,0.0010109763142692,0.541738879260543,0.4566724436741767,0.6268053148469093,0.6943240901213172,0.6216060080878105,0.7670421721548238,R10,A100
81,SIMBA-louvain,Embedding,6924.0,0.9154303276696212,0.940168115565062,0.6774134931938922,0.8056091859651907,0.8547651390557482,1.0,0.3801947368890175,0.344710562907467,0.4658122581156606,0.462295890604984,0.4970512751865378,0.9251141352340556,0.875581926945495,0.496806969896094,0.4845675021512801,0.8956484802078991,0.9374046367176332,0.6522998845191862,0.909788993906189,0.9415176813132512,1.0,0.3786668785648948,0.5032413824535403,0.553142513303578,0.6117724815798584,0.6227855871670547,0.9521079201426444,0.9600648662168174,0.5426152086173083,0.5196614002983627,0.1817367279009438,0.0014442518775274,0.0015886770652801,0.0012998266897746,0.4249711149624494,0.396735990756788,0.4532062391681109,0.6114240323512421,0.5928653957250144,0.6299826689774697,R10,A100
82,unionCom-louvain,Embedding,6924.0,0.7897252178456785,0.8129001221618146,0.6066889737569534,0.4733568967416269,0.7588067007859028,1.0,0.3225815705552032,0.1199284357967157,0.1272490579447117,0.2464627462325052,0.2501319532135709,0.8576670548020366,0.7453846874087957,0.4740737344528466,0.4648864673980257,0.8195359249875281,0.8689814561483492,0.6385812090226219,0.6300462802327129,0.8376294961862498,1.0,0.3385997626632335,0.1775841664221126,0.1848135372745826,0.3026721461860396,0.3120359761299415,0.8869411590639148,0.8335346797430292,0.4796342208232122,0.4967186345495893,0.3830834406301511,0.0005777007510109,0.0008665511265164,0.0002888503755054,0.1915077989601386,0.2585210860774119,0.1244945118428653,0.3019930675909879,0.377527440785673,0.2264586943963027,R10,A100
83,uniPort-louvain,Embedding,6924.0,0.8854401973718482,0.9202626059534296,0.6913537801985016,0.8694498502092661,0.8989264209371748,1.0,0.4120081023702086,0.4762495863826135,0.5793195020777197,0.6113741095134198,0.6487476117296483,0.9367463045966754,0.9138784586614306,0.4633777043216217,0.4597453382273493,0.9195338801329916,0.9311234582702184,0.8088362149180311,0.8299226759958406,0.877306886638801,1.0,0.4051420754165759,0.3621229163570937,0.5030019861017915,0.4878566918728175,0.5384668377897321,0.8795340399648559,0.8108355338816895,0.5005532374870975,0.4789243625481606,0.2495380438138128,0.0017331022530329,0.0014442518775274,0.0020219526285384,0.5019497400346621,0.5200751010976314,0.4838243789716926,0.6642114384748701,0.681686886192952,0.646735990756788,R10,A100
84,bindSC-louvain,Embedding,6924.0,0.8407918196534698,0.9295072003171984,0.2758584359671798,0.4672080318910404,0.7067456706479873,1.0,0.4902609378435762,0.1262972852880323,0.1549964356556975,0.2382812172102802,0.245858520253669,0.8529320585342417,0.7649167592249543,0.3890877778312114,0.4139072939722013,0.8162769228057534,0.9024526762319418,0.3523916690293368,0.7432936116808371,0.875766377448744,1.0,0.3940439233802644,0.2677965645165558,0.3022293223195951,0.5033245219164609,0.5275164175490802,0.9399855510841734,0.912908618814164,0.5364196161694493,0.5810894997023237,0.2506180830680949,0.0010831889081455,0.0007221259387637,0.0014442518775274,0.2621317157712305,0.2092720970537261,0.3149913344887348,0.433997689196996,0.4030906990179087,0.4649046793760832,R10,A10
